municipality_name_source,year,month,date,hotel_overnights_source_token,hotel_overnights,hotel_arrivals_source_token,hotel_arrivals,domestic_overnights_source_token,domestic_overnights,foreign_overnights,log_overnights,source_id,municipality_bfs_id,hotel_establishments_open_source_token,hotel_establishments_open,hotel_rooms_available_source_token,hotel_rooms_available,hotel_beds_available_source_token,hotel_beds_available,hotel_arrivals_capacity_table_source_token,hotel_arrivals_capacity_table,hotel_overnights_capacity_table_source_token,hotel_overnights_capacity_table,hotel_room_nights_source_token,hotel_room_nights,hotel_room_occupancy_rate_pct_source_token,hotel_room_occupancy_rate_pct,hotel_bed_occupancy_rate_pct_source_token,hotel_bed_occupancy_rate_pct,complete_capacity_supply,source_id_capacity,hotel_overnights_per_available_bed_month,capacity_source_id
Kloten,2013,1,2013-01-01,16822,16822.0,12826,12826.0,5090,5090.0,11732.0,9.73050227671916,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12826,12826,16822,16822,13131,13131,70,70.0,60,60.0,True,BFS_HOTEL_CAPACITY_DATA,18.567328918322296,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,2,2013-02-01,16823,16823.0,12311,12311.0,5069,5069.0,11754.0,9.730561717382535,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12311,12311,16823,16823,13064,13064,78,78.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,18.568432671081677,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,3,2013-03-01,18973,18973.0,14346,14346.0,5479,5479.0,13494.0,9.850824899952825,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14346,14346,18973,18973,14357,14357,77,77.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,20.94150110375276,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,4,2013-04-01,17878,17878.0,12914,12914.0,4917,4917.0,12961.0,9.79138211875182,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12914,12914,17878,17878,13806,13806,76,76.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,19.73289183222958,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,5,2013-05-01,20560,20560.0,15290,15290.0,6130,6130.0,14430.0,9.9311513565186,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15290,15290,20560,20560,15129,15129,81,81.0,73,73.0,True,BFS_HOTEL_CAPACITY_DATA,22.693156732891833,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,6,2013-06-01,23020,23020.0,17303,17303.0,6694,6694.0,16326.0,10.044162121818896,BFS_HOTEL_DATA,62,4,4,602,602,906,906,17303,17303,23020,23020,16956,16956,94,94.0,85,85.0,True,BFS_HOTEL_CAPACITY_DATA,25.408388520971304,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,7,2013-07-01,23885,23885.0,18899,18899.0,6860,6860.0,17025.0,10.081047792228372,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18899,18899,23885,23885,16563,16563,89,89.0,85,85.0,True,BFS_HOTEL_CAPACITY_DATA,26.363134657836646,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,8,2013-08-01,24438,24438.0,18623,18623.0,6469,6469.0,17969.0,10.103935495918147,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18623,18623,24438,24438,15766,15766,84,84.0,87,87.0,True,BFS_HOTEL_CAPACITY_DATA,26.973509933774835,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,9,2013-09-01,21383,21383.0,15511,15511.0,6653,6653.0,14730.0,9.970398257818754,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15511,15511,21383,21383,16058,16058,89,89.0,79,79.0,True,BFS_HOTEL_CAPACITY_DATA,23.601545253863133,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,10,2013-10-01,20045,20045.0,14250,14250.0,6496,6496.0,13549.0,9.905784911584812,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14250,14250,20045,20045,15687,15687,84,84.0,71,71.0,True,BFS_HOTEL_CAPACITY_DATA,22.124724061810156,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,11,2013-11-01,16684,16684.0,12117,12117.0,5525,5525.0,11159.0,9.722265391185474,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12117,12117,16684,16684,13860,13860,77,77.0,61,61.0,True,BFS_HOTEL_CAPACITY_DATA,18.415011037527595,BFS_HOTEL_CAPACITY_DATA
Kloten,2013,12,2013-12-01,17487,17487.0,13439,13439.0,5550,5550.0,11937.0,9.76927021041632,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13439,13439,17487,17487,12728,12728,70,70.0,64,64.0,True,BFS_HOTEL_CAPACITY_DATA,19.301324503311257,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,1,2014-01-01,17261,17261.0,13031,13031.0,5077,5077.0,12184.0,9.756262832779605,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13031,13031,17261,17261,13036,13036,70,70.0,61,61.0,True,BFS_HOTEL_CAPACITY_DATA,19.05187637969095,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,2,2014-02-01,16731,16731.0,12463,12463.0,4476,4476.0,12255.0,9.72507833256209,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12463,12463,16731,16731,13188,13188,78,78.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,18.466887417218544,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,3,2014-03-01,18539,18539.0,13898,13898.0,5107,5107.0,13432.0,9.827685839119846,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13898,13898,18539,18539,14788,14788,79,79.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,20.462472406181014,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,4,2014-04-01,16641,16641.0,12365,12365.0,5058,5058.0,11583.0,9.719684899460376,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12365,12365,16641,16641,12825,12825,71,71.0,61,61.0,True,BFS_HOTEL_CAPACITY_DATA,18.367549668874172,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,5,2014-05-01,20678,20678.0,15526,15526.0,6715,6715.0,13963.0,9.936873971553762,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15526,15526,20678,20678,15197,15197,81,81.0,74,74.0,True,BFS_HOTEL_CAPACITY_DATA,22.823399558498895,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,6,2014-06-01,22307,22307.0,16615,16615.0,7251,7251.0,15056.0,10.012700637509443,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16615,16615,22307,22307,16095,16095,89,89.0,82,82.0,True,BFS_HOTEL_CAPACITY_DATA,24.62141280353201,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,7,2014-07-01,26092,26092.0,20511,20511.0,8962,8962.0,17130.0,10.169422358105225,BFS_HOTEL_DATA,62,4,4,602,602,906,906,20511,20511,26092,26092,17975,17975,96,96.0,93,93.0,True,BFS_HOTEL_CAPACITY_DATA,28.799116997792495,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,8,2014-08-01,25713,25713.0,18696,18696.0,8409,8409.0,17304.0,10.154790869644192,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18696,18696,25713,25713,16122,16122,86,86.0,92,92.0,True,BFS_HOTEL_CAPACITY_DATA,28.380794701986755,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,9,2014-09-01,22089,22089.0,16163,16163.0,7668,7668.0,14421.0,10.002880296414164,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16163,16163,22089,22089,16506,16506,91,91.0,81,81.0,True,BFS_HOTEL_CAPACITY_DATA,24.380794701986755,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,10,2014-10-01,20703,20703.0,15201,15201.0,7418,7418.0,13285.0,9.938082197300629,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15201,15201,20703,20703,15746,15746,84,84.0,74,74.0,True,BFS_HOTEL_CAPACITY_DATA,22.850993377483444,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,11,2014-11-01,16742,16742.0,12441,12441.0,5802,5802.0,10940.0,9.725735539456544,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12441,12441,16742,16742,13476,13476,75,75.0,62,62.0,True,BFS_HOTEL_CAPACITY_DATA,18.479028697571742,BFS_HOTEL_CAPACITY_DATA
Kloten,2014,12,2014-12-01,18010,18010.0,14154,14154.0,6369,6369.0,11641.0,9.798737961337055,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14154,14154,18010,18010,13132,13132,70,70.0,64,64.0,True,BFS_HOTEL_CAPACITY_DATA,19.87858719646799,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,1,2015-01-01,18254,18254.0,14218,14218.0,6058,6058.0,12196.0,9.812194294089736,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14218,14218,18254,18254,14033,14033,76,76.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,20.147902869757175,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,2,2015-02-01,17029,17029.0,12903,12903.0,5302,5302.0,11727.0,9.742731773656734,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12903,12903,17029,17029,13185,13185,78,78.0,67,67.0,True,BFS_HOTEL_CAPACITY_DATA,18.79580573951435,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,3,2015-03-01,19984,19984.0,14778,14778.0,6666,6666.0,13318.0,9.902737271145424,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14778,14778,19984,19984,15969,15969,86,86.0,71,71.0,True,BFS_HOTEL_CAPACITY_DATA,22.05739514348786,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,4,2015-04-01,19057,19057.0,14729,14729.0,6750,6750.0,12307.0,9.855242239908131,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14729,14729,19057,19057,13949,13949,77,77.0,70,70.0,True,BFS_HOTEL_CAPACITY_DATA,21.03421633554084,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,5,2015-05-01,24831,24831.0,18563,18563.0,8899,8899.0,15932.0,10.119888422982946,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18563,18563,24831,24831,17745,17745,95,95.0,88,88.0,True,BFS_HOTEL_CAPACITY_DATA,27.40728476821192,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,6,2015-06-01,24428,24428.0,18433,18433.0,8226,8226.0,16202.0,10.10352623013524,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18433,18433,24428,24428,17111,17111,95,95.0,90,90.0,True,BFS_HOTEL_CAPACITY_DATA,26.962472406181014,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,7,2015-07-01,28421,28421.0,22528,22528.0,9925,9925.0,18496.0,10.254918772151807,BFS_HOTEL_DATA,62,4,4,602,602,906,906,22528,22528,28421,28421,18176,18176,97,97.0,101,101.0,True,BFS_HOTEL_CAPACITY_DATA,31.369757174392937,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,8,2015-08-01,27722,27722.0,20991,20991.0,10449,10449.0,17273.0,10.23001767255615,BFS_HOTEL_DATA,62,4,4,602,602,906,906,20991,20991,27722,27722,18098,18098,97,97.0,99,99.0,True,BFS_HOTEL_CAPACITY_DATA,30.598233995584987,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,9,2015-09-01,22357,22357.0,16363,16363.0,8312,8312.0,14045.0,10.014939477830271,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16363,16363,22357,22357,16526,16526,92,92.0,82,82.0,True,BFS_HOTEL_CAPACITY_DATA,24.676600441501105,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,10,2015-10-01,20311,20311.0,15283,15283.0,7673,7673.0,12638.0,9.918967123384514,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15283,15283,20311,20311,15410,15410,83,83.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,22.41832229580574,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,11,2015-11-01,18392,18392.0,13273,13273.0,7016,7016.0,11376.0,9.819725436430796,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13273,13273,18392,18392,15041,15041,83,83.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,20.300220750551876,BFS_HOTEL_CAPACITY_DATA
Kloten,2015,12,2015-12-01,17616,17616.0,13337,13337.0,6950,6950.0,10666.0,9.77661962392714,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13337,13337,17616,17616,13309,13309,73,73.0,64,64.0,True,BFS_HOTEL_CAPACITY_DATA,19.443708609271525,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,1,2016-01-01,17999,17999.0,13800,13800.0,6294,6294.0,11705.0,9.798127036878302,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13800,13800,17999,17999,14040,14040,76,76.0,64,64.0,True,BFS_HOTEL_CAPACITY_DATA,19.86644591611479,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,2,2016-02-01,17897,17897.0,13412,13412.0,6056,6056.0,11841.0,9.792444253742804,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13412,13412,17897,17897,14092,14092,81,81.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,19.753863134657838,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,3,2016-03-01,20683,20683.0,13825,13825.0,7187,7187.0,13496.0,9.937115733516112,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13825,13825,20683,20683,16206,16206,87,87.0,74,74.0,True,BFS_HOTEL_CAPACITY_DATA,22.828918322295806,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,4,2016-04-01,19626,19626.0,15299,15299.0,7428,7428.0,12198.0,9.88466144828608,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15299,15299,19626,19626,14997,14997,83,83.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,21.662251655629138,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,5,2016-05-01,23382,23382.0,17880,17880.0,8642,8642.0,14740.0,10.059764541593394,BFS_HOTEL_DATA,62,4,4,602,602,906,906,17880,17880,23382,23382,16219,16219,87,87.0,83,83.0,True,BFS_HOTEL_CAPACITY_DATA,25.807947019867548,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,6,2016-06-01,24729,24729.0,18981,18981.0,8984,8984.0,15745.0,10.115772360515464,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18981,18981,24729,24729,17290,17290,96,96.0,91,91.0,True,BFS_HOTEL_CAPACITY_DATA,27.294701986754966,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,7,2016-07-01,29283,29283.0,21696,21696.0,13224,13224.0,16059.0,10.284796570766533,BFS_HOTEL_DATA,62,4,4,602,602,906,906,21696,21696,29283,29283,17928,17928,96,96.0,104,104.0,True,BFS_HOTEL_CAPACITY_DATA,32.32119205298013,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,8,2016-08-01,27220,27220.0,20262,20262.0,10960,10960.0,16260.0,10.211744013223518,BFS_HOTEL_DATA,62,4,4,602,602,906,906,20262,20262,27220,27220,17911,17911,96,96.0,97,97.0,True,BFS_HOTEL_CAPACITY_DATA,30.044150110375277,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,9,2016-09-01,24001,24001.0,18073,18073.0,8878,8878.0,15123.0,10.085892439191388,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18073,18073,24001,24001,17641,17641,98,98.0,88,88.0,True,BFS_HOTEL_CAPACITY_DATA,26.491169977924944,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,10,2016-10-01,22077,22077.0,16125,16125.0,8999,8999.0,13078.0,10.002336916578296,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16125,16125,22077,22077,16528,16528,89,89.0,79,79.0,True,BFS_HOTEL_CAPACITY_DATA,24.367549668874172,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,11,2016-11-01,18836,18836.0,13417,13417.0,7140,7140.0,11696.0,9.84357829978222,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13417,13417,18836,18836,14207,14207,79,79.0,69,69.0,True,BFS_HOTEL_CAPACITY_DATA,20.79028697571744,BFS_HOTEL_CAPACITY_DATA
Kloten,2016,12,2016-12-01,19106,19106.0,14780,14780.0,7755,7755.0,11351.0,9.857810039039476,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14780,14780,19106,19106,14451,14451,77,77.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,21.08830022075055,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,1,2017-01-01,19264,19264.0,15558,15558.0,7502,7502.0,11762.0,9.866045257060255,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15558,15558,19264,19264,14922,14922,80,80.0,69,69.0,True,BFS_HOTEL_CAPACITY_DATA,21.26269315673289,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,2,2017-02-01,18378,18378.0,13255,13255.0,7151,7151.0,11227.0,9.818963987465477,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13255,13255,18378,18378,14003,14003,83,83.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,20.28476821192053,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,3,2017-03-01,19734,19734.0,13933,13933.0,6746,6746.0,12988.0,9.890148988096948,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13933,13933,19734,19734,15665,15665,84,84.0,70,70.0,True,BFS_HOTEL_CAPACITY_DATA,21.781456953642383,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,4,2017-04-01,20968,20968.0,16220,16220.0,8925,8925.0,12043.0,9.950800435586746,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16220,16220,20968,20968,15228,15228,84,84.0,77,77.0,True,BFS_HOTEL_CAPACITY_DATA,23.143487858719645,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,5,2017-05-01,24261,24261.0,18112,18112.0,10307,10307.0,13954.0,10.096666619330865,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18112,18112,24261,24261,18124,18124,97,97.0,86,86.0,True,BFS_HOTEL_CAPACITY_DATA,26.778145695364238,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,6,2017-06-01,24928,24928.0,19108,19108.0,9403,9403.0,15525.0,10.123787063398602,BFS_HOTEL_DATA,62,4,4,602,602,906,906,19108,19108,24928,24928,17696,17696,98,98.0,92,92.0,True,BFS_HOTEL_CAPACITY_DATA,27.514348785871963,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,7,2017-07-01,26379,26379.0,20965,20965.0,10702,10702.0,15677.0,10.180361426271306,BFS_HOTEL_DATA,62,4,4,602,602,906,906,20965,20965,26379,26379,17981,17981,96,96.0,94,94.0,True,BFS_HOTEL_CAPACITY_DATA,29.1158940397351,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,8,2017-08-01,26021,26021.0,20246,20246.0,10569,10569.0,15452.0,10.16669761306342,BFS_HOTEL_DATA,62,4,4,602,602,906,906,20246,20246,26021,26021,17930,17930,96,96.0,93,93.0,True,BFS_HOTEL_CAPACITY_DATA,28.720750551876378,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,9,2017-09-01,24561,24561.0,18789,18789.0,9861,9861.0,14700.0,10.10895581217033,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18789,18789,24561,24561,17828,17828,99,99.0,90,90.0,True,BFS_HOTEL_CAPACITY_DATA,27.10927152317881,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,10,2017-10-01,22210,22210.0,17060,17060.0,9066,9066.0,13144.0,10.008342940638508,BFS_HOTEL_DATA,62,4,4,602,602,906,906,17060,17060,22210,22210,16754,16754,90,90.0,79,79.0,True,BFS_HOTEL_CAPACITY_DATA,24.514348785871963,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,11,2017-11-01,18522,18522.0,13729,13729.0,7224,7224.0,11298.0,9.826768482122723,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13729,13729,18522,18522,14379,14379,80,80.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,20.443708609271525,BFS_HOTEL_CAPACITY_DATA
Kloten,2017,12,2017-12-01,20768,20768.0,16122,16122.0,8778,8778.0,11990.0,9.941216769346136,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16122,16122,20768,20768,15676,15676,84,84.0,74,74.0,True,BFS_HOTEL_CAPACITY_DATA,22.922737306843267,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,1,2018-01-01,20253,20253.0,15703,15703.0,7668,7668.0,12585.0,9.91610758389223,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15703,15703,20253,20253,15496,15496,83,83.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,22.35430463576159,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,2,2018-02-01,17609,17609.0,13514,13514.0,5930,5930.0,11679.0,9.776222201490253,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13514,13514,17609,17609,13635,13635,81,81.0,69,69.0,True,BFS_HOTEL_CAPACITY_DATA,19.43598233995585,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,3,2018-03-01,20304,20304.0,14988,14988.0,6898,6898.0,13406.0,9.918622440120398,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14988,14988,20304,20304,15728,15728,84,84.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,22.410596026490065,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,4,2018-04-01,21421,21421.0,16294,16294.0,8655,8655.0,12766.0,9.972173710324576,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16294,16294,21421,21421,16115,16115,89,89.0,79,79.0,True,BFS_HOTEL_CAPACITY_DATA,23.643487858719645,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,5,2018-05-01,24607,24607.0,18979,18979.0,10037,10037.0,14570.0,10.11082687230537,BFS_HOTEL_DATA,62,4,4,602,602,906,906,18979,18979,24607,24607,17740,17740,95,95.0,88,88.0,True,BFS_HOTEL_CAPACITY_DATA,27.160044150110377,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,6,2018-06-01,22543,22543.0,15821,15821.0,5702,5702.0,16841.0,10.023224234138462,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15821,15821,22543,22543,16202,16202,90,90.0,83,83.0,True,BFS_HOTEL_CAPACITY_DATA,24.881898454746135,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,7,2018-07-01,26860,26860.0,21338,21338.0,11140,11140.0,15720.0,10.198430699466112,BFS_HOTEL_DATA,62,4,4,602,602,906,906,21338,21338,26860,26860,17489,17489,94,94.0,96,96.0,True,BFS_HOTEL_CAPACITY_DATA,29.646799116997794,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,8,2018-08-01,28561,28561.0,21365,21365.0,12294,12294.0,16267.0,10.25983244201288,BFS_HOTEL_DATA,62,4,4,602,602,906,906,21365,21365,28561,28561,17865,17865,96,96.0,102,102.0,True,BFS_HOTEL_CAPACITY_DATA,31.524282560706403,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,9,2018-09-01,23869,23869.0,16731,16731.0,11408,11408.0,12461.0,10.080377719332876,BFS_HOTEL_DATA,62,4,4,602,602,906,906,16731,16731,23869,23869,17395,17395,96,96.0,88,88.0,True,BFS_HOTEL_CAPACITY_DATA,26.345474613686534,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,10,2018-10-01,21249,21249.0,15272,15272.0,12307,12307.0,8942.0,9.964112174352564,BFS_HOTEL_DATA,62,4,4,602,602,906,906,15272,15272,21249,21249,15631,15631,84,84.0,76,76.0,True,BFS_HOTEL_CAPACITY_DATA,23.45364238410596,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,11,2018-11-01,17291,17291.0,12702,12702.0,9277,9277.0,8014.0,9.757999245787522,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12702,12702,17291,17291,13237,13237,73,73.0,64,64.0,True,BFS_HOTEL_CAPACITY_DATA,19.084988962472405,BFS_HOTEL_CAPACITY_DATA
Kloten,2018,12,2018-12-01,19298,19298.0,14265,14265.0,10973,10973.0,8325.0,9.86780856007911,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14265,14265,19298,19298,13441,13441,72,72.0,69,69.0,True,BFS_HOTEL_CAPACITY_DATA,21.300220750551876,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,1,2019-01-01,18639,18639.0,13896,13896.0,10216,10216.0,8423.0,9.833065088239582,BFS_HOTEL_DATA,62,4,4,602,602,906,906,13896,13896,18639,18639,13664,13664,73,73.0,66,66.0,True,BFS_HOTEL_CAPACITY_DATA,20.572847682119207,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,2,2019-02-01,17768,17768.0,12748,12748.0,8961,8961.0,8807.0,9.785210644945074,BFS_HOTEL_DATA,62,4,4,602,602,906,906,12748,12748,17768,17768,13193,13193,78,78.0,70,70.0,True,BFS_HOTEL_CAPACITY_DATA,19.611479028697573,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,3,2019-03-01,20156,20156.0,14318,14318.0,10008,10008.0,10148.0,9.91130690158826,BFS_HOTEL_DATA,62,4,4,602,602,906,906,14318,14318,20156,20156,14978,14978,80,80.0,72,72.0,True,BFS_HOTEL_CAPACITY_DATA,22.247240618101547,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,4,2019-04-01,20887,20887.0,14781,14781.0,12017,12017.0,8870.0,9.946930110378965,BFS_HOTEL_DATA,62,5,5,625,625,945,945,14781,14781,20887,20887,14544,14544,78,78.0,74,74.0,True,BFS_HOTEL_CAPACITY_DATA,22.1026455026455,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,5,2019-05-01,24418,24418.0,16968,16968.0,14324,14324.0,10094.0,10.10311679678527,BFS_HOTEL_DATA,62,5,5,625,625,945,945,16968,16968,24418,24418,16474,16474,85,85.0,83,83.0,True,BFS_HOTEL_CAPACITY_DATA,25.83915343915344,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,6,2019-06-01,24987,24987.0,16794,16794.0,14109,14109.0,10878.0,10.12615098861346,BFS_HOTEL_DATA,62,5,5,625,625,945,945,16794,16794,24987,24987,16723,16723,89,89.0,88,88.0,True,BFS_HOTEL_CAPACITY_DATA,26.44126984126984,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,7,2019-07-01,27812,27812.0,18248,18248.0,15662,15662.0,12150.0,10.233258816275091,BFS_HOTEL_DATA,62,5,5,625,625,945,945,18248,18248,27812,27812,17614,17614,91,91.0,95,95.0,True,BFS_HOTEL_CAPACITY_DATA,29.43068783068783,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,8,2019-08-01,26461,26461.0,18695,18695.0,15461,15461.0,11000.0,10.183465020602355,BFS_HOTEL_DATA,62,5,5,625,625,945,945,18695,18695,26461,26461,16963,16963,88,88.0,90,90.0,True,BFS_HOTEL_CAPACITY_DATA,28.0010582010582,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,9,2019-09-01,23531,23531.0,16450,16450.0,13566,13566.0,9965.0,10.066116475984346,BFS_HOTEL_DATA,62,5,5,625,625,945,945,16450,16450,23531,23531,16169,16169,86,86.0,83,83.0,True,BFS_HOTEL_CAPACITY_DATA,24.900529100529102,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,10,2019-10-01,22776,22776.0,15695,15695.0,13123,13123.0,9653.0,10.033506533859862,BFS_HOTEL_DATA,62,5,5,625,625,945,945,15695,15695,22776,22776,16168,16168,83,83.0,78,78.0,True,BFS_HOTEL_CAPACITY_DATA,24.1015873015873,BFS_HOTEL_CAPACITY_DATA
Kloten,2019,11,2019-11-01,18962,18962.0,13290,13290.0,10278,10278.0,8684.0,9.850244991140409,BFS_HOTEL_DATA,62,4,4,669,669,1098,1098,13290,13290,18962,18962,14102,14102,70,70.0,58,58.0,True,BFS_HOTEL_CAPACITY_DATA,17.2695810564663,BFS_HOTEL_CAPACITY_DATA
