municipality_name_source,year,month,date,hotel_overnights_source_token,hotel_overnights,hotel_arrivals_source_token,hotel_arrivals,domestic_overnights_source_token,domestic_overnights,foreign_overnights,log_overnights,source_id,municipality_bfs_id,hotel_establishments_open_source_token,hotel_establishments_open,hotel_rooms_available_source_token,hotel_rooms_available,hotel_beds_available_source_token,hotel_beds_available,hotel_arrivals_capacity_table_source_token,hotel_arrivals_capacity_table,hotel_overnights_capacity_table_source_token,hotel_overnights_capacity_table,hotel_room_nights_source_token,hotel_room_nights,hotel_room_occupancy_rate_pct_source_token,hotel_room_occupancy_rate_pct,hotel_bed_occupancy_rate_pct_source_token,hotel_bed_occupancy_rate_pct,complete_capacity_supply,source_id_capacity,hotel_overnights_per_available_bed_month,capacity_source_id
Pratteln,2022,4,2022-04-01,7229,7229.0,4569,4569.0,4482,4482.0,2747.0,8.88599431515281,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,4569,4569,7229,7229,4279,4279,48,48.0,36,36.0,True,BFS_HOTEL_CAPACITY_DATA,10.83808095952024,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,5,2022-05-01,7797,7797.0,4872,4872.0,4242,4242.0,3555.0,8.961622569542543,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,4872,4872,7797,7797,4752,4752,52,52.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.689655172413794,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,6,2022-06-01,7769,7769.0,4967,4967.0,3572,3572.0,4197.0,8.958025443361693,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,4967,4967,7769,7769,4844,4844,55,55.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,11.64767616191904,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,7,2022-07-01,7793,7793.0,5177,5177.0,3268,3268.0,4525.0,8.961109485898655,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,5177,5177,7793,7793,4559,4559,50,50.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.683658170914542,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,8,2022-08-01,8102,8102.0,5032,5032.0,3672,3672.0,4430.0,8.999989642460726,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,5032,5032,8102,8102,4624,4624,51,51.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,12.146926536731634,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,9,2022-09-01,8282,8282.0,4880,4880.0,4447,4447.0,3835.0,9.021960500598263,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,4880,4880,8282,8282,5326,5326,60,60.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.4167916041979,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,10,2022-10-01,6732,6732.0,3910,3910.0,4096,4096.0,2636.0,8.814776088545281,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,3910,3910,6732,6732,4609,4609,50,50.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,10.09295352323838,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,11,2022-11-01,5913,5913.0,4321,4321.0,3998,3998.0,1915.0,8.685077700412423,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,4321,4321,5913,5913,3522,3522,40,40.0,30,30.0,True,BFS_HOTEL_CAPACITY_DATA,8.865067466266867,BFS_HOTEL_CAPACITY_DATA
Pratteln,2022,12,2022-12-01,5811,5811.0,3033,3033.0,3605,3605.0,2206.0,8.667680024690174,BFS_HOTEL_DATA,2831,5,5,296,296,667,667,3033,3033,5811,5811,3348,3348,37,37.0,29,29.0,True,BFS_HOTEL_CAPACITY_DATA,8.712143928035982,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,1,2023-01-01,5208,5208.0,2616,2616.0,3250,3250.0,1958.0,8.558143177745192,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,2616,2616,5208,5208,3497,3497,38,38.0,25,25.0,True,BFS_HOTEL_CAPACITY_DATA,7.670103092783505,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,2,2023-02-01,4623,4623.0,2287,2287.0,2609,2609.0,2014.0,8.439015410352214,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,2287,2287,4623,4623,2970,2970,35,35.0,24,24.0,True,BFS_HOTEL_CAPACITY_DATA,6.808541973490427,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,3,2023-03-01,6369,6369.0,3182,3182.0,4227,4227.0,2142.0,8.759354748566208,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,3182,3182,6369,6369,4684,4684,50,50.0,30,30.0,True,BFS_HOTEL_CAPACITY_DATA,9.379970544918999,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,4,2023-04-01,6491,6491.0,3760,3760.0,3316,3316.0,3175.0,8.778325928634482,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,3760,3760,6491,6491,4650,4650,52,52.0,32,32.0,True,BFS_HOTEL_CAPACITY_DATA,9.559646539027982,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,5,2023-05-01,7498,7498.0,4734,4734.0,3661,3661.0,3837.0,8.92252495730139,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,4734,4734,7498,7498,5160,5160,55,55.0,36,36.0,True,BFS_HOTEL_CAPACITY_DATA,11.042709867452135,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,6,2023-06-01,7929,7929.0,4378,4378.0,3321,3321.0,4608.0,8.978408314628894,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,4378,4378,7929,7929,5575,5575,62,62.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,11.677466863033873,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,7,2023-07-01,8598,8598.0,4415,4415.0,2909,2909.0,5689.0,9.059401196410896,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,4415,4415,8598,8598,5107,5107,55,55.0,41,41.0,True,BFS_HOTEL_CAPACITY_DATA,12.662739322533136,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,8,2023-08-01,8253,8253.0,3948,3948.0,2966,2966.0,5287.0,9.018453210312527,BFS_HOTEL_DATA,2831,6,6,302,302,679,679,3948,3948,8253,8253,4634,4634,50,50.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,12.154639175257731,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,9,2023-09-01,7302,7302.0,3999,3999.0,2983,2983.0,4319.0,8.89604050162011,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3999,3999,7302,7302,5085,5085,60,60.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.320930232558139,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,10,2023-10-01,6593,6593.0,3731,3731.0,3464,3464.0,3129.0,8.793915423631676,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3731,3731,6593,6593,4695,4695,53,53.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,10.22170542635659,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,11,2023-11-01,6040,6040.0,4091,4091.0,3205,3205.0,2835.0,8.706324840138741,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4091,4091,6040,6040,4304,4304,50,50.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,9.364341085271318,BFS_HOTEL_CAPACITY_DATA
Pratteln,2023,12,2023-12-01,7428,7428.0,4583,4583.0,3633,3633.0,3795.0,8.913146539151807,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4583,4583,7428,7428,4270,4270,48,48.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.516279069767442,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,1,2024-01-01,5624,5624.0,3690,3690.0,3349,3349.0,2275.0,8.63497622707262,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3690,3690,5624,5624,4193,4193,48,48.0,28,28.0,True,BFS_HOTEL_CAPACITY_DATA,8.71937984496124,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,2,2024-02-01,4937,4937.0,3424,3424.0,2815,2815.0,2122.0,8.504715669905124,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3424,3424,4937,4937,3428,3428,41,41.0,26,26.0,True,BFS_HOTEL_CAPACITY_DATA,7.654263565891473,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,3,2024-03-01,6415,6415.0,3996,3996.0,4141,4141.0,2274.0,8.766550149546351,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3996,3996,6415,6415,4492,4492,51,51.0,32,32.0,True,BFS_HOTEL_CAPACITY_DATA,9.945736434108527,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,4,2024-04-01,5695,5695.0,3741,3741.0,2875,2875.0,2820.0,8.647519453091812,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3741,3741,5695,5695,4184,4184,49,49.0,30,30.0,True,BFS_HOTEL_CAPACITY_DATA,8.829457364341085,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,5,2024-05-01,7422,7422.0,4837,4837.0,3465,3465.0,3957.0,8.912338567117548,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4837,4837,7422,7422,5139,5139,58,58.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.506976744186046,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,6,2024-06-01,8008,8008.0,4640,4640.0,3388,3388.0,4620.0,8.988321188323683,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4640,4640,8008,8008,5766,5766,67,67.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.415503875968993,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,7,2024-07-01,10934,10934.0,6374,6374.0,3744,3744.0,7190.0,9.299723933110869,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,6374,6374,10934,10934,6564,6564,74,74.0,55,55.0,True,BFS_HOTEL_CAPACITY_DATA,16.951937984496123,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,8,2024-08-01,9685,9685.0,5858,5858.0,3378,3378.0,6307.0,9.178436822963176,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,5858,5858,9685,9685,5870,5870,67,67.0,49,49.0,True,BFS_HOTEL_CAPACITY_DATA,15.015503875968992,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,9,2024-09-01,7272,7272.0,4816,4816.0,3376,3376.0,3896.0,8.89192414015454,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4816,4816,7272,7272,5455,5455,64,64.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.274418604651164,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,10,2024-10-01,8419,8419.0,5203,5203.0,4464,4464.0,3955.0,9.038365107236372,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,5203,5203,8419,8419,6004,6004,68,68.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,13.052713178294574,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,11,2024-11-01,7246,7246.0,4768,4768.0,4146,4146.0,3100.0,8.888342869109282,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4768,4768,7246,7246,5153,5153,60,60.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.234108527131783,BFS_HOTEL_CAPACITY_DATA
Pratteln,2024,12,2024-12-01,8359,8359.0,5311,5311.0,4162,4162.0,4197.0,9.031213706078749,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,5311,5311,8359,8359,5330,5330,60,60.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.95968992248062,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,1,2025-01-01,5293,5293.0,3278,3278.0,3166,3166.0,2127.0,8.574329382787047,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3278,3278,5293,5293,3905,3905,44,44.0,27,27.0,True,BFS_HOTEL_CAPACITY_DATA,8.206201550387597,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,2,2025-02-01,5869,5869.0,3808,3808.0,2991,2991.0,2878.0,8.677609912822142,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3808,3808,5869,5869,4102,4102,51,51.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,9.099224806201551,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,3,2025-03-01,5872,5872.0,3494,3494.0,3791,3791.0,2081.0,8.67812085552252,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3494,3494,5872,5872,4439,4439,50,50.0,29,29.0,True,BFS_HOTEL_CAPACITY_DATA,9.103875968992249,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,4,2025-04-01,6373,6373.0,3790,3790.0,3793,3793.0,2580.0,8.759982494977281,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3790,3790,6373,6373,4401,4401,52,52.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,9.88062015503876,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,5,2025-05-01,7315,7315.0,4447,4447.0,3611,3611.0,3704.0,8.897819009510757,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4447,4447,7315,7315,5137,5137,58,58.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.34108527131783,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,6,2025-06-01,8150,8150.0,4769,4769.0,3499,3499.0,4651.0,9.005895898094458,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4769,4769,8150,8150,5809,5809,68,68.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.635658914728682,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,7,2025-07-01,9348,9348.0,6051,6051.0,1982,1982.0,7366.0,9.143024664691316,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,6051,6051,9348,9348,6084,6084,69,69.0,47,47.0,True,BFS_HOTEL_CAPACITY_DATA,14.493023255813954,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,8,2025-08-01,9525,9525.0,6235,6235.0,4451,4451.0,5074.0,9.161780181360806,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,6235,6235,9525,9525,5592,5592,63,63.0,48,48.0,True,BFS_HOTEL_CAPACITY_DATA,14.767441860465116,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,9,2025-09-01,7662,7662.0,4510,4510.0,3959,3959.0,3703.0,8.944158830970403,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4510,4510,7662,7662,5891,5891,69,69.0,40,40.0,True,BFS_HOTEL_CAPACITY_DATA,11.87906976744186,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,10,2025-10-01,7685,7685.0,4845,4845.0,4377,4377.0,3308.0,8.94715577112479,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4845,4845,7685,7685,5678,5678,64,64.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,11.914728682170542,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,11,2025-11-01,6015,6015.0,3926,3926.0,3397,3397.0,2618.0,8.702177865629675,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3926,3926,6015,6015,4587,4587,54,54.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,9.325581395348838,BFS_HOTEL_CAPACITY_DATA
Pratteln,2025,12,2025-12-01,8264,8264.0,5202,5202.0,4280,4280.0,3984.0,9.019785010255124,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,5202,5202,8264,8264,5241,5241,60,60.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.812403100775194,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,1,2026-01-01,5545,5545.0,3251,3251.0,3404,3404.0,2141.0,8.620832226175724,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3251,3251,5545,5545,4021,4021,46,46.0,28,28.0,True,BFS_HOTEL_CAPACITY_DATA,8.5968992248062,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,2,2026-02-01,5172,5172.0,3474,3474.0,2857,2857.0,2315.0,8.551208070003515,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3474,3474,5172,5172,3635,3635,46,46.0,29,29.0,True,BFS_HOTEL_CAPACITY_DATA,8.018604651162791,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,3,2026-03-01,5395,5395.0,3230,3230.0,3026,3026.0,2369.0,8.593413217327646,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3230,3230,5395,5395,4203,4203,48,48.0,27,27.0,True,BFS_HOTEL_CAPACITY_DATA,8.364341085271318,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,4,2026-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3595,3595,5429,5429,3840,3840,45,45.0,28,28.0,True,BFS_HOTEL_CAPACITY_DATA,8.417054263565891,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,5,2026-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,3552,3552,5557,5557,3875,3875,44,44.0,28,28.0,True,BFS_HOTEL_CAPACITY_DATA,8.615503875968992,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,6,2026-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,4901,4901,8517,8517,5930,5930,70,70.0,44,44.0,True,BFS_HOTEL_CAPACITY_DATA,13.204651162790698,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,7,2026-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,5,5,286,286,645,645,6912,6912,10565,10565,6267,6267,71,71.0,53,53.0,True,BFS_HOTEL_CAPACITY_DATA,16.37984496124031,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,8,2026-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,9,2026-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,10,2026-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,11,2026-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Pratteln,2026,12,2026-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,2831,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,1,2013-01-01,4158,4158.0,2142,2142.0,1366,1366.0,2792.0,8.33302993974291,BFS_HOTEL_DATA,2939,10,10,258,258,447,447,2142,2142,4158,4158,3310,3310,43,43.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,9.302013422818792,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,2,2013-02-01,3882,3882.0,2154,2154.0,1261,1261.0,2621.0,8.264363329731667,BFS_HOTEL_DATA,2939,10,10,258,258,447,447,2154,2154,3882,3882,2907,2907,40,40.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,8.684563758389261,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,3,2013-03-01,4588,4588.0,2586,2586.0,1560,1560.0,3028.0,8.431417414394833,BFS_HOTEL_DATA,2939,10,10,258,258,447,447,2586,2586,4588,4588,3635,3635,46,46.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,10.263982102908278,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,4,2013-04-01,5305,5305.0,2888,2888.0,2073,2073.0,3232.0,8.576593534697684,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,2888,2888,5305,5305,3928,3928,52,52.0,41,41.0,True,BFS_HOTEL_CAPACITY_DATA,12.280092592592593,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,5,2013-05-01,6309,6309.0,3750,3750.0,2895,2895.0,3414.0,8.749890955535259,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,3750,3750,6309,6309,4462,4462,57,57.0,47,47.0,True,BFS_HOTEL_CAPACITY_DATA,14.604166666666666,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,6,2013-06-01,7017,7017.0,4338,4338.0,2847,2847.0,4170.0,8.85623355614316,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,4338,4338,7017,7017,5182,5182,69,69.0,54,54.0,True,BFS_HOTEL_CAPACITY_DATA,16.243055555555557,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,7,2013-07-01,6992,6992.0,4368,4368.0,2778,2778.0,4214.0,8.852664927703866,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,4368,4368,6992,6992,4892,4892,63,63.0,52,52.0,True,BFS_HOTEL_CAPACITY_DATA,16.185185185185187,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,8,2013-08-01,8021,8021.0,5638,5638.0,3794,3794.0,4227.0,8.989943046329998,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,5638,5638,8021,8021,5575,5575,72,72.0,60,60.0,True,BFS_HOTEL_CAPACITY_DATA,18.56712962962963,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,9,2013-09-01,7195,7195.0,4361,4361.0,3159,3159.0,4036.0,8.881280595070423,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,4361,4361,7195,7195,5030,5030,67,67.0,56,56.0,True,BFS_HOTEL_CAPACITY_DATA,16.65509259259259,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,10,2013-10-01,6461,6461.0,3417,3417.0,2723,2723.0,3738.0,8.773694146384443,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,3417,3417,6461,6461,4674,4674,60,60.0,48,48.0,True,BFS_HOTEL_CAPACITY_DATA,14.956018518518519,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,11,2013-11-01,5901,5901.0,3284,3284.0,2626,2626.0,3275.0,8.683046555502886,BFS_HOTEL_DATA,2939,9,9,251,251,432,432,3284,3284,5901,5901,4550,4550,60,60.0,46,46.0,True,BFS_HOTEL_CAPACITY_DATA,13.659722222222221,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2013,12,2013-12-01,3798,3798.0,2094,2094.0,1586,1586.0,2212.0,8.242493153187626,BFS_HOTEL_DATA,2939,10,10,256,256,443,443,2094,2094,3798,3798,2931,2931,38,38.0,29,29.0,True,BFS_HOTEL_CAPACITY_DATA,8.573363431151241,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,1,2014-01-01,4374,4374.0,2206,2206.0,1590,1590.0,2784.0,8.383661798791715,BFS_HOTEL_DATA,2939,10,10,256,256,443,443,2206,2206,4374,4374,3241,3241,42,42.0,32,32.0,True,BFS_HOTEL_CAPACITY_DATA,9.873589164785553,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,2,2014-02-01,4762,4762.0,2382,2382.0,1773,1773.0,2989.0,8.46863300080086,BFS_HOTEL_DATA,2939,10,10,256,256,443,443,2382,2382,4762,4762,3752,3752,52,52.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,10.749435665914222,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,3,2014-03-01,5632,5632.0,3081,3081.0,2183,2183.0,3449.0,8.636397438894713,BFS_HOTEL_DATA,2939,10,10,256,256,443,443,3081,3081,5632,5632,4153,4153,52,52.0,41,41.0,True,BFS_HOTEL_CAPACITY_DATA,12.713318284424378,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,4,2014-04-01,5599,5599.0,3247,3247.0,2301,2301.0,3298.0,8.630521876723241,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,3247,3247,5599,5599,4016,4016,54,54.0,44,44.0,True,BFS_HOTEL_CAPACITY_DATA,13.08177570093458,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,5,2014-05-01,7206,7206.0,4383,4383.0,3467,3467.0,3739.0,8.88280805492444,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,4383,4383,7206,7206,5019,5019,65,65.0,54,54.0,True,BFS_HOTEL_CAPACITY_DATA,16.83644859813084,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,6,2014-06-01,7451,7451.0,4796,4796.0,3075,3075.0,4376.0,8.916237731721479,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,4796,4796,7451,7451,5290,5290,71,71.0,58,58.0,True,BFS_HOTEL_CAPACITY_DATA,17.4088785046729,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,7,2014-07-01,8039,8039.0,4278,4278.0,4188,4188.0,3851.0,8.992184362173012,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,4278,4278,8039,8039,5273,5273,68,68.0,61,61.0,True,BFS_HOTEL_CAPACITY_DATA,18.78271028037383,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,8,2014-08-01,8681,8681.0,6110,6110.0,4593,4593.0,4088.0,9.06900719585954,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,6110,6110,8681,8681,6042,6042,78,78.0,65,65.0,True,BFS_HOTEL_CAPACITY_DATA,20.28271028037383,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,9,2014-09-01,7164,7164.0,4447,4447.0,3382,3382.0,3782.0,8.876963340262272,BFS_HOTEL_DATA,2939,9,9,249,249,428,428,4447,4447,7164,7164,5184,5184,69,69.0,56,56.0,True,BFS_HOTEL_CAPACITY_DATA,16.738317757009344,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,10,2014-10-01,8650,8650.0,4969,4969.0,3866,3866.0,4784.0,9.065430200180376,BFS_HOTEL_DATA,2939,11,11,392,392,738,738,4969,4969,8650,8650,6200,6200,51,51.0,38,38.0,True,BFS_HOTEL_CAPACITY_DATA,11.720867208672086,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,11,2014-11-01,7536,7536.0,4113,4113.0,3294,3294.0,4242.0,8.92757950384347,BFS_HOTEL_DATA,2939,11,11,392,392,738,738,4113,4113,7536,7536,5762,5762,49,49.0,34,34.0,True,BFS_HOTEL_CAPACITY_DATA,10.211382113821138,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2014,12,2014-12-01,5985,5985.0,3384,3384.0,2760,2760.0,3225.0,8.697178688412643,BFS_HOTEL_DATA,2939,12,12,399,399,753,753,3384,3384,5985,5985,4308,4308,37,37.0,27,27.0,True,BFS_HOTEL_CAPACITY_DATA,7.948207171314741,BFS_HOTEL_CAPACITY_DATA
Schaffhausen,2015,1,2015-01-01,5876,5876.0,3073,3073.0,2668,2668.0,3208.0,8.678801706612651,BFS_HOTEL_DATA,2939,12,12,399,399,753,753,3073,3073,5876,5876,4465,4465,37,37.0,26,26.0,True,BFS_HOTEL_CAPACITY_DATA,7.803452855245684,BFS_HOTEL_CAPACITY_DATA
