destination_unit_id,destination_name,date,year,month,municipality_count_expected,municipalities_observed_hotel_overnights,complete_outcome_scope,municipalities_observed_hotel_beds_available,complete_capacity_scope,first_analysis_anchor,anchor_precision,membership_continuity_assumed,causal_ready,hotel_overnights,hotel_arrivals,domestic_overnights,foreign_overnights,hotel_establishments_open,hotel_rooms_available,hotel_beds_available,hotel_overnights_capacity_table,hotel_room_occupancy_rate_pct,hotel_bed_occupancy_rate_pct,occupancy_rate_aggregation_status,assumed_active_component_count,assumed_base_member,post_first_entry,event_time_months,log_overnights,hotel_overnights_per_available_bed_month,treatment_status_basis,outcome_scope_status,snow_station_count_expected,snow_station_months_usable,complete_snow_proxy,snow_depth_mean_cm,snow_depth_median_cm,share_observed_days_snow_depth_ge_10cm,share_observed_days_snow_depth_ge_20cm,share_observed_days_snow_depth_ge_30cm,modeled_new_snow_total_cm_mean_across_stations,snow_depth_observation_coverage_share_mean,destination_snow_proxy_quality,snow_source_id,snow_direct_slope_representation,source_id,capacity_source_id
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2013-11-01,2013,11,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,1772.0,886.0,1363.0,409.0,12.0,173.0,384.0,1772.0,26.0,21.0,official_source_value_single_municipality,0,False,False,-48,7.480428306074208,4.614583333333333,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,49.7,59.0,0.9,0.9,0.8,175.60000000000002,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2013-12-01,2013,12,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,15274.0,3604.0,4455.0,10819.0,21.0,496.0,1203.0,15274.0,62.0,62.0,official_source_value_single_municipality,0,False,False,-47,9.633972784039797,12.696591853699086,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,65.19354838709677,62.0,1.0,1.0,1.0,73.7,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-01-01,2014,1,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,19112.0,4637.0,5699.0,13413.0,22.0,538.0,1323.0,19112.0,61.0,53.0,official_source_value_single_municipality,0,False,False,-46,9.858124010784598,14.445956160241874,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,105.93548387096774,105.0,1.0,1.0,1.0,135.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-02-01,2014,2,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,17613.0,4452.0,5736.0,11877.0,21.0,521.0,1293.0,17613.0,62.0,49.0,official_source_value_single_municipality,0,False,False,-45,9.776449319365405,13.621809744779583,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,149.53571428571428,154.5,1.0,1.0,1.0,188.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-03-01,2014,3,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,21796.0,5716.0,6052.0,15744.0,21.0,521.0,1293.0,21796.0,66.0,59.0,official_source_value_single_municipality,0,False,False,-44,9.989527624628513,16.8569218870843,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,160.67741935483872,159.0,1.0,1.0,1.0,67.9,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-04-01,2014,4,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,10323.0,3302.0,1906.0,8417.0,19.0,475.0,1207.0,10323.0,41.0,41.0,official_source_value_single_municipality,0,False,False,-43,9.242226560838505,8.552609776304887,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,140.23333333333332,139.5,1.0,1.0,1.0,105.5,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-05-01,2014,5,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,194.0,137.0,156.0,38.0,8.0,134.0,340.0,194.0,4.0,3.0,official_source_value_single_municipality,0,False,False,-42,5.272999558563747,0.5705882352941176,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,141.2258064516129,146.0,1.0,1.0,1.0,97.7,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-06-01,2014,6,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,6411.0,1954.0,1613.0,4798.0,19.0,496.0,1241.0,6411.0,32.0,25.0,official_source_value_single_municipality,0,False,False,-41,8.765926513729443,5.165995165189363,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,46.9,39.5,0.7,0.6666666666666666,0.6,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-07-01,2014,7,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,19025.0,6058.0,5400.0,13625.0,20.0,507.0,1265.0,19025.0,62.0,49.0,official_source_value_single_municipality,0,False,False,-40,9.853561743766402,15.039525691699605,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.5806451612903226,0.0,0.0,0.0,0.0,12.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-08-01,2014,8,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,23596.0,6853.0,7182.0,16414.0,21.0,508.0,1280.0,23596.0,70.0,59.0,official_source_value_single_municipality,0,False,False,-39,10.068874864289374,18.434375,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-09-01,2014,9,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,6957.0,3503.0,3333.0,3624.0,21.0,508.0,1280.0,6957.0,35.0,26.0,official_source_value_single_municipality,0,False,False,-38,8.847647355711887,5.43515625,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-10-01,2014,10,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,1487.0,963.0,1204.0,283.0,13.0,185.0,373.0,1487.0,24.0,20.0,official_source_value_single_municipality,0,False,False,-37,7.305188215393037,3.986595174262735,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,3.4516129032258065,0.0,0.1290322580645161,0.032258064516129,0.0,35.1,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-11-01,2014,11,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,915.0,413.0,820.0,95.0,9.0,76.0,172.0,915.0,32.0,27.0,official_source_value_single_municipality,0,False,False,-36,6.82001636467413,5.319767441860465,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,34.96666666666667,38.5,0.9,0.8333333333333334,0.6666666666666666,76.2,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2014-12-01,2014,12,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,15193.0,3816.0,4246.0,10947.0,20.0,484.0,1185.0,15193.0,61.0,59.0,official_source_value_single_municipality,0,False,False,-35,9.628655892063167,12.821097046413502,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,59.903225806451616,51.0,1.0,1.0,1.0,107.29999999999998,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-01-01,2015,1,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,17497.0,4317.0,4481.0,13016.0,19.0,475.0,1207.0,17497.0,62.0,47.0,official_source_value_single_municipality,0,False,False,-34,9.76984186766621,14.496271748135873,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,113.5483870967742,115.0,1.0,1.0,1.0,181.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-02-01,2015,2,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,21803.0,5796.0,7542.0,14261.0,20.0,507.0,1265.0,21803.0,75.0,62.0,official_source_value_single_municipality,0,False,False,-33,9.989848718184172,17.235573122529644,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,148.78571428571428,145.0,1.0,1.0,1.0,94.6,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-03-01,2015,3,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,18123.0,4495.0,5422.0,12701.0,20.0,507.0,1265.0,18123.0,61.0,49.0,official_source_value_single_municipality,0,False,False,-32,9.804992305787028,14.326482213438736,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,167.96774193548387,163.0,1.0,1.0,1.0,217.6,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-04-01,2015,4,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,10158.0,2369.0,2150.0,8008.0,19.0,475.0,1207.0,10158.0,54.0,44.0,official_source_value_single_municipality,0,False,False,-31,9.226115291091546,8.415907207953603,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,201.9,200.5,1.0,1.0,1.0,156.49999999999997,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-05-01,2015,5,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,173.0,122.0,128.0,45.0,6.0,58.0,126.0,173.0,7.0,5.0,official_source_value_single_municipality,0,False,False,-30,5.159055299214529,1.373015873015873,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,150.4516129032258,143.0,1.0,1.0,1.0,103.39999999999998,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-06-01,2015,6,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,5676.0,1913.0,1452.0,4224.0,18.0,488.0,1226.0,5676.0,28.0,22.0,official_source_value_single_municipality,0,False,False,-29,8.644178203170727,4.629690048939641,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,43.3,40.5,0.7,0.6333333333333333,0.5666666666666667,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-07-01,2015,7,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,17272.0,5712.0,4769.0,12503.0,21.0,508.0,1280.0,17272.0,59.0,44.0,official_source_value_single_municipality,0,False,False,-28,9.756899867693285,13.49375,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-08-01,2015,8,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,18351.0,5964.0,5581.0,12770.0,21.0,508.0,1280.0,18351.0,62.0,46.0,official_source_value_single_municipality,0,False,False,-27,9.817493839369153,14.33671875,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-09-01,2015,9,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,6555.0,3152.0,3022.0,3533.0,20.0,507.0,1265.0,6555.0,30.0,23.0,official_source_value_single_municipality,0,False,False,-26,8.78813593986372,5.181818181818182,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,0.3333333333333333,0.0,0.0,0.0,0.0,11.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-10-01,2015,10,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,1617.0,1006.0,1446.0,171.0,15.0,251.0,525.0,1617.0,16.0,13.0,official_source_value_single_municipality,0,False,False,-25,7.388946097618437,3.08,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,5.387096774193548,6.0,0.2258064516129032,0.0,0.0,29.8,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-11-01,2015,11,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,1259.0,475.0,884.0,375.0,12.0,159.0,358.0,1259.0,18.0,14.0,official_source_value_single_municipality,0,False,False,-24,7.138866999945524,3.516759776536313,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,18.83333333333333,5.0,0.3333333333333333,0.3,0.3,123.6,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2015-12-01,2015,12,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,15937.0,4039.0,4618.0,11319.0,20.0,484.0,1185.0,15937.0,63.0,58.0,official_source_value_single_municipality,0,False,False,-23,9.676461473957694,13.448945147679325,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,50.516129032258064,50.0,1.0,1.0,1.0,17.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-01-01,2016,1,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,17754.0,4979.0,5543.0,12211.0,21.0,526.0,1303.0,17754.0,59.0,49.0,official_source_value_single_municipality,0,False,False,-22,9.784422445377189,13.625479662317728,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,119.12903225806453,128.0,1.0,1.0,1.0,302.50000000000006,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-02-01,2016,2,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,20853.0,5454.0,7322.0,13531.0,20.0,523.0,1295.0,20853.0,70.0,56.0,official_source_value_single_municipality,0,False,False,-21,9.945301055349539,16.102702702702704,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,190.06896551724137,194.0,1.0,1.0,1.0,267.2,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-03-01,2016,3,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,19666.0,5563.0,6140.0,13526.0,19.0,481.0,1175.0,19666.0,71.0,55.0,official_source_value_single_municipality,0,False,False,-20,9.886697383228654,16.737021276595744,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,213.38709677419357,211.0,1.0,1.0,1.0,128.79999999999998,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-04-01,2016,4,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,5654.0,1389.0,1254.0,4400.0,19.0,481.0,1175.0,5654.0,36.0,35.0,official_source_value_single_municipality,0,False,False,-19,8.640295388550221,4.811914893617021,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,198.5,197.5,1.0,1.0,1.0,99.3,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-05-01,2016,5,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,268.0,172.0,214.0,54.0,8.0,115.0,274.0,268.0,7.0,6.0,official_source_value_single_municipality,0,False,False,-18,5.594711379601839,0.9781021897810219,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,201.6129032258065,202.0,1.0,1.0,1.0,178.6,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
anniviers_magic_portfolio,Anniviers Magic Pass portfolio,2016-06-01,2016,6,1,1,True,1,True,2017-11-01,exact_product_validity_date,True,False,5338.0,1829.0,1213.0,4125.0,19.0,499.0,1246.0,5338.0,30.0,23.0,official_source_value_single_municipality,0,False,False,-17,8.582793648500186,4.284109149277689,entry_plus_no_exit_continuity_assumption; documented exits override after last active month,approved_complete_observed_municipal_scope,1,1,True,135.3,136.5,1.0,1.0,1.0,21.8,1.0,high,SLF_IMIS_DAILY_SNOW,False,DERIVED_REVIEWED_DESTINATION_PANEL,BFS_HOTEL_CAPACITY_DATA
