resort_id,resort_name_canonical,resort_name_original,latitude,longitude,region,url_station,altitude_top_m,ski_area_km,number_lifts,cluster_id,assignment_quality,distance_m,identity_status,feature_observation_date,municipality_bfs_id,country,magic_pass_member,magic_pass_entry_date,source_ids
axalp_brienz,Axalp Brienz,Axalp Axalp / Brienz,46.712855,8.042511,Oberland bernois,https://www.bergfex.ch/axalp/,2000,15,6,SKI_CLUSTER_095,confident,129.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
beatenberg_niederhorn,Beatenberg - Niederhorn,Beatenberg Beatenberg - Niederhorn,46.703379,7.772655,Oberland bernois,https://www.bergfex.ch/beatenberg-niederhorn-hohwald/,1950,22,7,SKI_CLUSTER_046,confident,72.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
eggiwil,Eggiwil,Eggiwil Eggiwil,46.891772,7.774790,Oberland bernois,https://www.bergfex.ch/eggiwil/,1000,3,1,SKI_CLUSTER_184,confident,15.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
elsigenalp_metschalp_frutigen,Elsigenalp - Metschalp Frutigen,Elsigenalp Elsigenalp - Metschalp Frutigen,46.522139,7.623138,Oberland bernois,https://www.bergfex.ch/elsigen-metsch-frutigen/,2300,29,9,SKI_CLUSTER_053,confident,71.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
engstligenalp_adelboden,Engstligenalp - Adelboden,Engstligenalp Engstligenalp - Adelboden,46.437739,7.570224,Oberland bernois,https://www.bergfex.ch/engstligenalp-adelboden/,2373,17,6,SKI_CLUSTER_014,confident,83.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
eriz,Eriz,Eriz Eriz,46.781343,7.825141,Oberland bernois,https://www.bergfex.ch/eriz/,1400,6,7,SKI_CLUSTER_138,warning,56.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
faltschen_reichenbach_im_kandertal,Faltschen - Reichenbach im Kandertal,Faltschen Faltschen - Reichenbach im Kandertal,46.630739,7.719454,Oberland bernois,https://www.bergfex.ch/faltschen-reichenbach-kandertal/,1360,2.2,2,SKI_CLUSTER_110,confident,29.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
gadmen,Gadmen,Gadmen Gadmen,46.738742,8.351020,Oberland bernois,https://www.bergfex.ch/gadmen/,1300,0.5,1,SKI_CLUSTER_198,confident,1.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
grimmialp_diemtigtal,Grimmialp Diemtigtal,Grimmialp Grimmialp / Diemtigtal,46.561575,7.481089,Oberland bernois,https://www.bergfex.ch/grimmialp/,1890,10,4,SKI_CLUSTER_107,confident,339.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
gstaad,Gstaad,Gstaad Gstaad,46.491597,7.318869,Oberland bernois,https://www.bergfex.ch/gstaad/,3000,200,41,SKI_CLUSTER_016,confident,77.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
habkern,Habkern,Habkern Habkern,46.727154,7.863808,Oberland bernois,https://www.bergfex.ch/habkern/,1485,8,2,SKI_CLUSTER_046,confident,555.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
heiligenschwendi_hubelweid,Heiligenschwendi - Hubelweid,Heiligenschwendi Heiligenschwendi - Hubelweid,46.751028,7.684973,Oberland bernois,https://www.bergfex.ch/heiligenschwendi/,1150,0.3,1,SKI_CLUSTER_136,confident,1.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
jaunpass,Jaunpass,Jaunpass Jaunpass,46.592276,7.338685,Oberland bernois,https://www.bergfex.ch/jaunpass/,1700,20,2,SKI_CLUSTER_132,confident,89.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
kiental,Kiental,Kiental Kiental,46.580575,7.710857,Oberland bernois,https://www.bergfex.ch/kiental/,1411,7,2,SKI_CLUSTER_137,confident,4.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
lenk,Lenk,Lenk Lenk,46.446255,7.431993,Oberland bernois,https://www.bergfex.ch/lenk/,2362,210,18,SKI_CLUSTER_014,confident,44.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
meiringen_hasliberg,Meiringen - Hasliberg,Meiringen Meiringen - Hasliberg,46.747918,8.230219,Oberland bernois,https://www.bergfex.ch/meiringen-hasliberg/,2433,60,16,SKI_CLUSTER_024,confident,53.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
riffenmatt,Riffenmatt,Riffenmatt Riffenmatt,46.763250,7.355116,Oberland bernois,https://www.bergfex.ch/riffenmatt/,1140,0.3,1,SKI_CLUSTER_051,confident,2871.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
rossberg_oberwil,Rossberg - Oberwil,Rossberg Rossberg - Oberwil,46.639537,7.441950,Oberland bernois,https://www.bergfex.ch/rossberg/,1550,5,2,SKI_CLUSTER_176,confident,312.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schilthorn_jungfrau_ski_region_murren_schilthorn,Schilthorn Jungfrau Ski Region Mürren - Schilthorn,Schilthorn Jungfrau Ski Region Mürren - Schilthorn,46.561752,7.856255,Oberland bernois,https://www.bergfex.ch/muerren-schilthorn/,3000,56,16,SKI_CLUSTER_010,confident,30.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schwanden_sigriswil_thunersee,Schwanden - Sigriswil Thunersee,Schwanden Schwanden - Sigriswil / Thunersee,46.731449,7.744246,Oberland bernois,https://www.bergfex.ch/schwanden-sigriswil/,1440,20,2,SKI_CLUSTER_046,confident,54.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
springenboden_diemtigtal,Springenboden Diemtigtal,Springenboden Springenboden / Diemtigtal,46.617905,7.572842,Oberland bernois,https://www.bergfex.ch/springenboden/,1540,6,3,SKI_CLUSTER_063,confident,1.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
wengen_jungfrau_ski_region_grindelwald_wengen,Wengen Jungfrau Ski Region Grindelwald - Wengen,Wengen Jungfrau Ski Region Grindelwald - Wengen,46.612658,7.942171,Oberland bernois,https://www.bergfex.ch/jungfrau-grindelwald-wengen/,2500,160,26,SKI_CLUSTER_010,confident,74.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
wiriehorn_diemtigtal,Wiriehorn Diemtigtal,Wiriehorn Wiriehorn / Diemtigtal,46.594923,7.530742,Oberland bernois,https://www.bergfex.ch/wiriehorn/,1725,11.2,5,SKI_CLUSTER_063,confident,4.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
alpsteinblick_gonten,Alpsteinblick Gonten,Alpsteinblick Alpsteinblick / Gonten,47.317325,9.343958,Suisse orientale,https://www.bergfex.ch/alpsteinblick-gonten/,1190,4,2,SKI_CLUSTER_083,confident,13.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
amden,Amden,Amden Amden,47.159431,9.146032,Suisse orientale,https://www.bergfex.ch/amden/,1684,20,6,SKI_CLUSTER_082,confident,19.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
atzmannig,Atzmännig,Atzmännig Atzmännig,47.281732,9.003813,Suisse orientale,https://www.bergfex.ch/atzmaennig/,1200,8,5,SKI_CLUSTER_066,confident,23.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
bildhaus_am_ricken,Bildhaus am Ricken,Bildhaus Bildhaus am Ricken,47.249310,9.034485,Suisse orientale,https://www.bergfex.ch/bildhaus-ricken/,860,0.6,2,SKI_CLUSTER_216,confident,0.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
braunwald,Braunwald,Braunwald Braunwald,46.951258,8.990593,Suisse orientale,https://www.bergfex.ch/braunwald/,1901,30,9,SKI_CLUSTER_047,confident,163.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
brulisau_brulisau_leugangen,Brülisau Brülisau - Leugangen,Brülisau Brülisau-Leugangen,47.296306,9.454561,Suisse orientale,https://www.bergfex.ch/bruelisau-leugangen/,1100,2.5,1,SKI_CLUSTER_055,confident,14.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
buchserberg_skilift_buchserberg_malbun,Buchserberg Skilift Buchserberg - Malbun,Buchserberg Skilift Buchserberg-Malbun,47.146309,9.430776,Suisse orientale,https://www.bergfex.ch/buchserberg-malbun/,1475,1,1,SKI_CLUSTER_234,confident,18.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
degersheim,Degersheim,Degersheim Degersheim,47.368843,9.197000,Suisse orientale,https://www.bergfex.ch/degersheim/,1034,3,3,SKI_CLUSTER_116,confident,105.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
ebenalp_horn,Ebenalp - Horn,Ebenalp-Horn Ebenalp-Horn,47.284877,9.413481,Suisse orientale,https://www.bergfex.ch/ebenalp/,1726,10,7,SKI_CLUSTER_055,confident,1.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
egg_hallau,Egg Hallau,Egg / Hallau Egg / Hallau,47.699047,8.438873,Suisse orientale,https://www.bergfex.ch/egg-hallau/,560,0.2,1,SKI_CLUSTER_200,review,24812.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
elm,Elm,Elm Elm,46.920329,9.156890,Suisse orientale,https://www.bergfex.ch/elm/,2100,40,6,SKI_CLUSTER_081,confident,14.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
flumserberg,Flumserberg,Flumserberg Flumserberg,47.078072,9.266882,Suisse orientale,https://www.bergfex.ch/flumserberg/,2222,65,17,SKI_CLUSTER_029,confident,183.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
grub_kaien,Grub Kaien,Grub / Kaien Grub / Kaien,47.441069,9.503018,Suisse orientale,https://www.bergfex.ch/grub-kaien/,1065,6,1,SKI_CLUSTER_117,confident,50.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
hamberg_gahwil,Hamberg - Gähwil,Hamberg Hamberg - Gähwil,47.395270,9.001708,Suisse orientale,https://www.bergfex.ch/hamberg-gaehwil/,905,0.8,1,SKI_CLUSTER_145,confident,16.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
heiden_bischofsberg,Heiden Bischofsberg,Heiden Heiden / Bischofsberg,47.433732,9.533338,Suisse orientale,https://www.bergfex.ch/heiden-bischofsberg/,940,5,1,SKI_CLUSTER_117,confident,9.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
hemberg,Hemberg,Hemberg Hemberg,47.281835,9.173477,Suisse orientale,https://www.bergfex.ch/hemberg/,1120,1.5,2,SKI_CLUSTER_228,confident,81.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
hornli_schonengrund,Hörnli - Schönengrund,Hörnli Hörnli - Schönengrund,47.311824,9.211290,Suisse orientale,https://www.bergfex.ch/hoernli-schoenengrund/,970,0.4,1,SKI_CLUSTER_230,confident,4.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
jakobsbad_kronberg,Jakobsbad - Kronberg,Jakobsbad Jakobsbad - Kronberg,47.320672,9.321728,Suisse orientale,https://www.bergfex.ch/jakobsbad-kronberg/,1663,NA,1,SKI_CLUSTER_083,confident,507.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
kerenzerberg,Kerenzerberg,Kerenzerberg Kerenzerberg,47.105537,9.125776,Suisse orientale,https://www.bergfex.ch/kerenzerberg/,1280,7,1,SKI_CLUSTER_226,confident,49.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
klausenbohl_gais_klausenbohl,Klausenböhl Gais / Klausenböhl,Klausenböhl Gais / Klausenböhl,47.365886,9.459887,Suisse orientale,https://www.bergfex.ch/gais-klausenboehl/,1025,1,1,SKI_CLUSTER_235,confident,2.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
oberegg_st_anton,Oberegg St. Anton,Oberegg Oberegg / St. Anton,47.416692,9.550193,Suisse orientale,https://www.bergfex.ch/oberegg-sankt-anton/,1110,3.5,1,SKI_CLUSTER_117,confident,3.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
oberhelfenschwil,Oberhelfenschwil,Oberhelfenschwil Oberhelfenschwil,47.353619,9.114499,Suisse orientale,https://www.bergfex.ch/oberhelfenschwil/,866,0.4,1,SKI_CLUSTER_225,confident,2.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
opfershofen_skilift_stich_opfertshofen,Opfershofen Skilift Stich / Opfertshofen,Opfershofen Skilift Stich / Opfertshofen,47.773517,8.657243,Suisse orientale,https://www.bergfex.ch/stich-opfertshofen/,665,0.4,1,SKI_CLUSTER_200,review,37204.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
osteregg_urnasch_osteregg,Osteregg Urnäsch / Osteregg,Osteregg Urnäsch / Osteregg,47.310331,9.285523,Suisse orientale,https://www.bergfex.ch/urnaesch-osteregg/,1080,2,2,SKI_CLUSTER_083,confident,2.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
pizol_bad_ragaz_wangs,Pizol - Bad Ragaz - Wangs,Pizol Pizol - Bad Ragaz - Wangs,46.985464,9.437256,Suisse orientale,https://www.bergfex.ch/pizol/,2250,50,12,SKI_CLUSTER_038,confident,539.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schilt_mollis,Schilt Mollis,Schilt Schilt / Mollis,47.078625,9.093751,Suisse orientale,https://www.bergfex.ch/schilt/,1600,6,3,SKI_CLUSTER_146,confident,29.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schwellbrunn,Schwellbrunn,Schwellbrunn Schwellbrunn,47.344767,9.227399,Suisse orientale,https://www.bergfex.ch/schwellbrunn/,1084,3,1,SKI_CLUSTER_116,confident,1.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
tannenberg_skiarena_tannenberg_waldkirch,Tannenberg Skiarena Tannenberg / Waldkirch,Tannenberg Skiarena Tannenberg / Waldkirch,47.453682,9.302073,Suisse orientale,https://www.bergfex.ch/skiarena-tannenberg/,820,0.3,1,SKI_CLUSTER_232,warning,7318.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
tanzboden_ebnat_kappel,Tanzboden Ebnat - Kappel,Tanzboden Tanzboden / Ebnat-Kappel,47.246950,9.109672,Suisse orientale,https://www.bergfex.ch/tanzboden-ebnat-kappel/,1181,3.5,2,SKI_CLUSTER_224,confident,61.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
toggenburg_chaserrugg_alt_st_johann_unterwasser,Toggenburg - Chäserrugg Alt St. Johann Unterwasser,Toggenburg Toggenburg - Chäserrugg / Alt St. Johann / Unterwasser,47.176269,9.311752,Suisse orientale,https://www.bergfex.ch/toggenburg-chaeserrugg/,2262,50,14,SKI_CLUSTER_030,confident,18.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
toggenburg_wildhaus,Toggenburg Wildhaus,Toggenburg Toggenburg / Wildhaus,47.179207,9.341204,Suisse orientale,https://www.bergfex.ch/toggenburg/,2076,23,6,SKI_CLUSTER_030,confident,19.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
tristeli_st_margarethenberg,Tristeli St. Margarethenberg,Tristeli Tristeli / St. Margarethenberg,46.980926,9.507916,Suisse orientale,https://www.bergfex.ch/tristeli-st-margarethenberg/,1450,1,1,SKI_CLUSTER_038,confident,2.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
vogelinsegg_speicher,Vögelinsegg Speicher,Vögelinsegg Vögelinsegg / Speicher,47.415607,9.434850,Suisse orientale,https://www.bergfex.ch/voegelsinsegg-speicher/,1030,NA,1,SKI_CLUSTER_233,confident,1.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
wolzenalp_krummenau,Wolzenalp Krummenau,Wolzenalp Wolzenalp / Krummenau,47.234402,9.161954,Suisse orientale,https://www.bergfex.ch/wolzenalp-krummenau/,1500,13,6,SKI_CLUSTER_115,confident,179.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
airolo_luina,Airolo - Lüina,Airolo Airolo - Lüina,46.531174,8.607874,Tessin,https://www.bergfex.ch/airolo-luina/,1280,2,2,SKI_CLUSTER_059,confident,500.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
airolo_pescium_airolo_pescium,Airolo - Pesciüm Airolo - Pesciüm,Airolo-Pesciüm Airolo - Pesciüm,46.523792,8.603840,Tessin,https://www.bergfex.ch/airolo/,2250,30,9,SKI_CLUSTER_059,confident,102.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
alpe_di_neggia,Alpe di Neggia,Alpe di Neggia Alpe di Neggia,46.111627,8.838201,Tessin,https://www.bergfex.ch/alpe-di-neggia/,1600,1,1,SKI_CLUSTER_208,confident,127.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
bedea_novaggio,Bedea Novaggio,Bedea Novaggio Bedea Novaggio,46.009597,8.862062,Tessin,https://www.bergfex.ch/bedea-novaggio/,660,0.4,1,SKI_CLUSTER_209,confident,12.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
bedrina_dalpe,Bedrina Dalpe,Bedrina Dalpe Bedrina Dalpe,46.471723,8.775826,Tessin,https://www.bergfex.ch/bedrina-dalpe/,1250,0.5,1,SKI_CLUSTER_206,confident,994.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
bosco_gurin,Bosco Gurin,Bosco Gurin Bosco Gurin,46.316644,8.467541,Tessin,https://www.bergfex.ch/bosco-gurin/,2400,30,6,SKI_CLUSTER_077,confident,16.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
campo_blenio_ghirone,Campo Blenio - Ghirone,Campo Blenio Campo Blenio - Ghirone,46.556234,8.936605,Tessin,https://www.bergfex.ch/campo-blenio/,1650,2,4,SKI_CLUSTER_114,confident,229.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
cardada_cimetta_locarno,Cardada Cimetta Locarno,Cardada Cimetta Cardada Cimetta / Locarno,46.196795,8.788161,Tessin,https://www.bergfex.ch/locarno-orselina-cardada/,1670,NA,2,SKI_CLUSTER_142,confident,104.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
cari,Carì,Carì Carì,46.503709,8.818052,Tessin,https://www.bergfex.ch/cari/,2280,20,2,SKI_CLUSTER_143,confident,19.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
