resort_id,resort_name_canonical,resort_name_original,latitude,longitude,region,url_station,altitude_top_m,ski_area_km,number_lifts,cluster_id,assignment_quality,distance_m,identity_status,feature_observation_date,municipality_bfs_id,country,magic_pass_member,magic_pass_entry_date,source_ids
tschappina_tschappina_urmein_heinzenberg,Tschappina Tschappina - Urmein - Heinzenberg,Tschappina Tschappina-Urmein-Heinzenberg,46.694844,9.362669,Grisons,https://www.bergfex.ch/tschappina-urmein-heinzenberg/,2180,25,8,SKI_CLUSTER_060,confident,300.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
tschiertschen,Tschiertschen,Tschiertschen Tschiertschen,46.803827,9.589434,Grisons,https://www.bergfex.ch/tschiertschen/,2400,32,6,SKI_CLUSTER_098,confident,164.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
vals,Vals,Vals Vals,46.605229,9.144316,Grisons,https://www.bergfex.ch/vals/,3000,25,5,SKI_CLUSTER_097,confident,31.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
valtgeva_druni_kidsarena_sedrun,Valtgeva Druni KidsArena Sedrun,Valtgeva Valtgeva / Druni KidsArena Sedrun,46.681679,8.766299,Grisons,https://www.bergfex.ch/valtgeva-druni-kids-arena-sedrun/,1550,2,3,SKI_CLUSTER_017,confident,121.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
zuoz,Zuoz,Zuoz Zuoz,46.611125,9.949408,Grisons,https://www.bergfex.ch/zuoz/,2340,32,5,SKI_CLUSTER_087,confident,58.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
brot_plamboz,Brot - Plamboz,Brot-Plamboz Brot-Plamboz,46.971794,6.742194,Jura & Trois-Lacs,https://www.bergfex.ch/brot-plamboz/,1272,0.3,1,SKI_CLUSTER_157,warning,6260.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
chapeau_rable_la_chaux_de_fonds,Chapeau Rablé La Chaux - de - Fonds,Chapeau Rablé Chapeau Rablé / La Chaux-de-Fonds,47.099517,6.803112,Jura & Trois-Lacs,https://www.bergfex.ch/la-chaux-de-fonds/,1250,3,1,SKI_CLUSTER_159,confident,27.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
cret_meuron,Crêt - Meuron,Crêt-Meuron Crêt-Meuron,47.067509,6.859999,Jura & Trois-Lacs,https://www.bergfex.ch/cret-meuron/,1350,2,1,SKI_CLUSTER_126,confident,422.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
cote_aux_fees_la_cote_aux_fees,Côte - aux - Fées La Côte - aux - Fées,Côte-aux-Fées La Côte-aux-Fées,46.865496,6.499678,Jura & Trois-Lacs,https://www.bergfex.ch/la-cote-aux-fees/,1150,2,1,SKI_CLUSTER_156,confident,6.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
la_brevine,La Brévine,La Brévine La Brévine,46.978921,6.604262,Jura & Trois-Lacs,https://www.bergfex.ch/la-brevine/,1308,0.8,1,SKI_CLUSTER_102,review,11064.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
la_corbatiere_la_roche_des_crocs,La Corbatière - La Roche - des - Crocs,La Corbatière La Corbatière - La Roche-des-Crocs,47.069157,6.842594,Jura & Trois-Lacs,https://www.bergfex.ch/la-corbatiere/,1350,4.5,3,SKI_CLUSTER_126,confident,9.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
la_robella,La Robella,La Robella La Robella,46.874891,6.548667,Jura & Trois-Lacs,https://www.bergfex.ch/la-robella/,1457,20,4,SKI_CLUSTER_102,confident,104.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
le_chaluet,Le Chaluet,Le Chaluet Le Chaluet,47.243110,7.388745,Jura & Trois-Lacs,https://www.bergfex.ch/le-chaluet/,740,0.2,1,SKI_CLUSTER_133,confident,2055.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
le_paquier_cret_du_puy,Le Pâquier Crêt - du - Puy,Le Pâquier Le Pâquier / Crêt-du-Puy,47.091784,6.987315,Jura & Trois-Lacs,https://www.bergfex.ch/le-paquier/,1260,10,3,SKI_CLUSTER_042,confident,6.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
les_breuleux,Les Breuleux,Les Breuleux Les Breuleux,47.194437,7.015157,Jura & Trois-Lacs,https://www.bergfex.ch/les-breuleux/,1250,10,2,SKI_CLUSTER_162,confident,28.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
les_bugnenets_savagnieres,Les Bugnenets - Savagnières,Les Bugnenets Les Bugnenets - Savagnières,47.124286,7.018976,Jura & Trois-Lacs,https://www.bergfex.ch/bugnenets-savagnieres/,1440,30,8,SKI_CLUSTER_042,confident,139.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
les_genevez,Les Genevez,Les Genevez Les Genevez,47.248737,7.136436,Jura & Trois-Lacs,https://www.bergfex.ch/les-genevez/,1147,4,2,SKI_CLUSTER_168,confident,35.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
les_loges,Les Loges,Les Loges Les Loges,47.070038,6.871577,Jura & Trois-Lacs,https://www.bergfex.ch/les-loges/,1260,1,2,SKI_CLUSTER_126,confident,1319.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
les_verrieres,Les Verrières,Les Verrières Les Verrières,46.899539,6.477439,Jura & Trois-Lacs,https://www.bergfex.ch/les-verrieres/,1000,1,2,SKI_CLUSTER_155,confident,0.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
nods_chasseral,Nods - Chasseral,Nods-Chasseral Nods-Chasseral,47.118433,7.076930,Jura & Trois-Lacs,https://www.bergfex.ch/nods-chasseral/,1025,2,3,SKI_CLUSTER_166,confident,6.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
pres_d_orvin_les_pres_d_orvin,Prés - d'Orvin Les Prés - d'Orvin,Prés-d'Orvin Les Prés-d'Orvin,47.145226,7.170349,Jura & Trois-Lacs,https://www.bergfex.ch/les-pres-d-orvin/,1230,5,6,SKI_CLUSTER_130,confident,40.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
saint_imier_mont_soleil,Saint - Imier - Mont Soleil,Saint-Imier Saint-Imier - Mont Soleil,47.154704,6.994514,Jura & Trois-Lacs,https://www.bergfex.ch/saint-imier-mont-soleil/,1460,0.3,7,SKI_CLUSTER_161,warning,78.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
sommartel_le_locle,Sommartel Le Locle,Sommartel Sommartel / Le Locle,47.033046,6.745563,Jura & Trois-Lacs,https://www.bergfex.ch/sommartel-le-locle/,1301,7,2,SKI_CLUSTER_157,confident,24.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
sous_le_mont,Sous le Mont,Sous le Mont Sous le Mont,47.216310,7.217651,Jura & Trois-Lacs,https://www.bergfex.ch/sous-le-mont/,920,0.4,1,SKI_CLUSTER_170,confident,27.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
tramelan,Tramelan,Tramelan Tramelan,47.209540,7.085334,Jura & Trois-Lacs,https://www.bergfex.ch/tramelan/,1200,14,2,SKI_CLUSTER_128,confident,80.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
attinghausen_brusti_attinghausen,Attinghausen Brüsti - Attinghausen,Attinghausen Brüsti-Attinghausen,46.857234,8.622749,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/bruesti-attinghausen/,1593,0.5,3,SKI_CLUSTER_021,confident,4.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
bennau_einsiedeln,Bennau Einsiedeln,Bennau Bennau / Einsiedeln,47.143675,8.731658,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/bennau-einsiedeln/,1020,NA,NA,SKI_CLUSTER_079,confident,4.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
biel_kinzig,Biel - Kinzig,Biel-Kinzig Biel-Kinzig,46.901693,8.710227,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/biel-kinzig/,1930,7,5,SKI_CLUSTER_021,confident,177.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
brunni_haggenegg,Brunni - Haggenegg,Brunni Brunni - Haggenegg,47.041001,8.705914,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/brunni/,1500,8,3,SKI_CLUSTER_013,confident,33.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
brunni_brunni_bahnen_engelberg,Brunni Brunni - Bahnen Engelberg,Brunni Brunni-Bahnen Engelberg,46.831895,8.409519,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/brunni-engelberg/,2080,9.1,7,SKI_CLUSTER_003,confident,145.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
brunni_skilift_brunni,Brunni Skilift Brunni,Brunni Skilift Brunni,47.031408,8.699369,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/brunni-alpthal/,1200,2,2,SKI_CLUSTER_013,confident,7.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
dallenwil_wirzweli,Dallenwil - Wirzweli,Dallenwil Dallenwil - Wirzweli,46.914393,8.363085,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/dallenwil/,1600,2,4,SKI_CLUSTER_003,confident,314.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
engelberg_titlis,Engelberg Titlis,Engelberg Engelberg Titlis,46.787191,8.410892,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/engelberg/,3028,82,24,SKI_CLUSTER_003,confident,81.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
fluelen_eggberge_fluelen,Flüelen Eggberge / Flüelen,Flüelen Eggberge / Flüelen,46.902848,8.651910,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/eggberge/,1700,8,2,SKI_CLUSTER_021,confident,21.3,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
friherrenberg_einsiedeln,Friherrenberg Einsiedeln,Friherrenberg Friherrenberg / Einsiedeln,47.127330,8.761940,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/friherrenberg-einsiedeln/,1115,2,3,SKI_CLUSTER_079,confident,4.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
gemsstock_andermatt_gemsstock,Gemsstock Andermatt - Gemsstock,Gemsstock Andermatt - Gemsstock,46.612422,8.605814,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/andermatt-gemsstock/,2961,31,4,SKI_CLUSTER_017,confident,159.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
gfellen_entlebuch_finsterwald,Gfellen Entlebuch - Finsterwald,Gfellen Gfellen / Entlebuch-Finsterwald,46.956442,8.127464,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/gfellen-entlebuch-finsterwald/,1250,4.5,2,SKI_CLUSTER_193,confident,20.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
gitschenen_skilift_gitschenen,Gitschenen Skilift Gitschenen,Gitschenen Skilift Gitschenen,46.900566,8.502581,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/gitschenen/,1580,5,2,SKI_CLUSTER_003,confident,9.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
hoch_ybrig,Hoch - Ybrig,Hoch-Ybrig Hoch-Ybrig,47.011221,8.784342,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/ybrig/,1820,50,14,SKI_CLUSTER_013,confident,63.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
hochstuckli_sattel_hochstuckli,Hochstuckli Sattel Hochstuckli,Hochstuckli Sattel Hochstuckli,47.064568,8.653793,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/sattel-hochstuckli/,1600,6.5,4,SKI_CLUSTER_013,confident,172.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
ibergeregg_skilifte_ibergeregg,Ibergeregg Skilifte Ibergeregg,Ibergeregg Skilifte Ibergeregg,47.022003,8.728863,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/ibergeregg/,1600,10,2,SKI_CLUSTER_013,confident,100.4,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
kellerberg_skilift_kellerberg_haldi,Kellerberg Skilift Kellerberg / Haldi,Kellerberg Skilift Kellerberg / Haldi,46.853117,8.688415,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/kellerberg-haldi/,1390,0.7,2,SKI_CLUSTER_021,confident,14.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
klewenalp_stockhutte,Klewenalp - Stockhütte,Klewenalp Klewenalp - Stockhütte,46.939305,8.479385,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/klewenalp/,2001,40,14,SKI_CLUSTER_003,confident,35.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
langis_glaubenberg,Langis Glaubenberg,Langis Langis Glaubenberg,46.895185,8.118768,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/langis-glaubenberg/,1600,0.6,1,SKI_CLUSTER_191,confident,316.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
lungern_turren_lungern_schonbuel,Lungern - Turren Lungern - Schönbüel,Lungern-Turren Lungern - Schönbüel,46.788748,8.129403,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/lungern/,2011,NA,1,SKI_CLUSTER_194,confident,69.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
marchbachegg_marbach_marbachegg,Marchbachegg Marbach - Marbachegg,Marchbachegg Marbach - Marbachegg,46.840233,7.899685,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/marbachegg/,1500,10,5,SKI_CLUSTER_074,confident,193.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
melchsee_frutt,Melchsee - Frutt,Melchsee Melchsee - Frutt,46.775788,8.278284,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/melchsee-frutt/,2255,36,16,SKI_CLUSTER_024,confident,507.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
mythenregion,Mythenregion,Mythenregion Mythenregion,47.022968,8.710206,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/mythenregion/,1898,50,17,SKI_CLUSTER_013,confident,178.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
morlialp,Mörlialp,Mörlialp Mörlialp,46.824379,8.108318,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/moerlialp/,1850,14,6,SKI_CLUSTER_075,confident,1.9,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
neusell,Neusell,Neusell Neusell,47.091978,8.673921,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/neusell/,1330,10,3,SKI_CLUSTER_013,confident,4.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
nollen_unterageri,Nollen - Unterägeri,Nollen Nollen - Unterägeri,47.125504,8.557481,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/nollen-unteraegeri/,1050,2,2,SKI_CLUSTER_141,confident,97.1,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
oberiberg,Oberiberg,Oberiberg Oberiberg,47.038439,8.782257,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/oberiberg/,1350,3,2,SKI_CLUSTER_013,confident,31.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
ratzi_spiringen,Ratzi Spiringen,Ratzi Ratzi / Spiringen,46.887880,8.731985,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/ratzi/,1840,5.4,2,SKI_CLUSTER_021,confident,20.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
realp,Realp,Realp Realp,46.602162,8.497581,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/realp/,1680,1,1,SKI_CLUSTER_202,confident,385.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
rigi,Rigi,Rigi Rigi,47.044393,8.499298,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/rigi/,1800,9,8,SKI_CLUSTER_040,confident,1189.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
sattelegg_einsiedeln,Sattelegg Einsiedeln,Sattelegg Sattelegg / Einsiedeln,47.125487,8.848490,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/sattelegg/,1300,1,1,SKI_CLUSTER_144,confident,20.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schnabelsberg_einsiedeln,Schnabelsberg Einsiedeln,Schnabelsberg Schnabelsberg / Einsiedeln,47.141387,8.738143,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/schnabelsberg-einsiedeln/,1020,0.3,1,SKI_CLUSTER_079,confident,17.0,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
schratten_fluhli,Schratten Flühli,Schratten Flühli Schratten Flühli,46.873193,8.007549,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/schratten-fluehli/,1235,3,NA,SKI_CLUSTER_190,confident,35.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
seebodenalp_kussnacht_am_rigi,Seebodenalp - Küssnacht am Rigi,Seebodenalp Seebodenalp - Küssnacht am Rigi,47.068470,8.468099,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/kuessnacht-rigi-seebodenalp/,1225,5,3,SKI_CLUSTER_040,confident,197.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
stoos,Stoos,Stoos Stoos,46.977851,8.658514,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/stoos/,1935,35,12,SKI_CLUSTER_013,confident,29.7,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
sorenberg,Sörenberg,Sörenberg Sörenberg,46.809812,8.030405,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/soerenberg/,2350,43,16,SKI_CLUSTER_031,confident,31.5,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
wagital_vorderthal,Wägital - Vorderthal,Wägital Wägital - Vorderthal,47.124317,8.893122,Lucerne - Lac des Quatre-Cantons,https://www.bergfex.ch/waegital-vorderthal/,1260,3,1,SKI_CLUSTER_144,confident,19.6,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
adelboden,Adelboden,Adelboden Adelboden,46.493616,7.556920,Oberland bernois,https://www.bergfex.ch/adelboden/,2362,210,70,SKI_CLUSTER_014,confident,30.8,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
aeschi,Aeschi,Aeschi Aeschi,46.646991,7.727723,Oberland bernois,https://www.bergfex.ch/aeschi/,1400,12,4,SKI_CLUSTER_110,confident,394.2,provisional_existing_listing_not_independent_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOCAL_8b04208d016e|LOCAL_4431c47c859d|LOCAL_03b4345dbe87
