municipality_name_source,year,month,date,hotel_overnights_source_token,hotel_overnights,hotel_arrivals_source_token,hotel_arrivals,domestic_overnights_source_token,domestic_overnights,foreign_overnights,log_overnights,source_id
Kloten,2013,1,2013-01-01,16822,16822,12826,12826,5090,5090,11732,9.730502276719161,BFS_HOTEL_DATA
Kloten,2013,2,2013-02-01,16823,16823,12311,12311,5069,5069,11754,9.730561717382535,BFS_HOTEL_DATA
Kloten,2013,3,2013-03-01,18973,18973,14346,14346,5479,5479,13494,9.850824899952823,BFS_HOTEL_DATA
Kloten,2013,4,2013-04-01,17878,17878,12914,12914,4917,4917,12961,9.79138211875182,BFS_HOTEL_DATA
Kloten,2013,5,2013-05-01,20560,20560,15290,15290,6130,6130,14430,9.931151356518601,BFS_HOTEL_DATA
Kloten,2013,6,2013-06-01,23020,23020,17303,17303,6694,6694,16326,10.044162121818896,BFS_HOTEL_DATA
Kloten,2013,7,2013-07-01,23885,23885,18899,18899,6860,6860,17025,10.081047792228372,BFS_HOTEL_DATA
Kloten,2013,8,2013-08-01,24438,24438,18623,18623,6469,6469,17969,10.103935495918149,BFS_HOTEL_DATA
Kloten,2013,9,2013-09-01,21383,21383,15511,15511,6653,6653,14730,9.970398257818754,BFS_HOTEL_DATA
Kloten,2013,10,2013-10-01,20045,20045,14250,14250,6496,6496,13549,9.905784911584812,BFS_HOTEL_DATA
Kloten,2013,11,2013-11-01,16684,16684,12117,12117,5525,5525,11159,9.722265391185474,BFS_HOTEL_DATA
Kloten,2013,12,2013-12-01,17487,17487,13439,13439,5550,5550,11937,9.76927021041632,BFS_HOTEL_DATA
Kloten,2014,1,2014-01-01,17261,17261,13031,13031,5077,5077,12184,9.756262832779603,BFS_HOTEL_DATA
Kloten,2014,2,2014-02-01,16731,16731,12463,12463,4476,4476,12255,9.72507833256209,BFS_HOTEL_DATA
Kloten,2014,3,2014-03-01,18539,18539,13898,13898,5107,5107,13432,9.827685839119846,BFS_HOTEL_DATA
Kloten,2014,4,2014-04-01,16641,16641,12365,12365,5058,5058,11583,9.719684899460376,BFS_HOTEL_DATA
Kloten,2014,5,2014-05-01,20678,20678,15526,15526,6715,6715,13963,9.936873971553762,BFS_HOTEL_DATA
Kloten,2014,6,2014-06-01,22307,22307,16615,16615,7251,7251,15056,10.012700637509445,BFS_HOTEL_DATA
Kloten,2014,7,2014-07-01,26092,26092,20511,20511,8962,8962,17130,10.169422358105223,BFS_HOTEL_DATA
Kloten,2014,8,2014-08-01,25713,25713,18696,18696,8409,8409,17304,10.154790869644193,BFS_HOTEL_DATA
Kloten,2014,9,2014-09-01,22089,22089,16163,16163,7668,7668,14421,10.002880296414164,BFS_HOTEL_DATA
Kloten,2014,10,2014-10-01,20703,20703,15201,15201,7418,7418,13285,9.938082197300627,BFS_HOTEL_DATA
Kloten,2014,11,2014-11-01,16742,16742,12441,12441,5802,5802,10940,9.725735539456544,BFS_HOTEL_DATA
Kloten,2014,12,2014-12-01,18010,18010,14154,14154,6369,6369,11641,9.798737961337057,BFS_HOTEL_DATA
Kloten,2015,1,2015-01-01,18254,18254,14218,14218,6058,6058,12196,9.812194294089737,BFS_HOTEL_DATA
Kloten,2015,2,2015-02-01,17029,17029,12903,12903,5302,5302,11727,9.742731773656734,BFS_HOTEL_DATA
Kloten,2015,3,2015-03-01,19984,19984,14778,14778,6666,6666,13318,9.902737271145424,BFS_HOTEL_DATA
Kloten,2015,4,2015-04-01,19057,19057,14729,14729,6750,6750,12307,9.855242239908133,BFS_HOTEL_DATA
Kloten,2015,5,2015-05-01,24831,24831,18563,18563,8899,8899,15932,10.119888422982946,BFS_HOTEL_DATA
Kloten,2015,6,2015-06-01,24428,24428,18433,18433,8226,8226,16202,10.103526230135241,BFS_HOTEL_DATA
Kloten,2015,7,2015-07-01,28421,28421,22528,22528,9925,9925,18496,10.254918772151807,BFS_HOTEL_DATA
Kloten,2015,8,2015-08-01,27722,27722,20991,20991,10449,10449,17273,10.23001767255615,BFS_HOTEL_DATA
Kloten,2015,9,2015-09-01,22357,22357,16363,16363,8312,8312,14045,10.014939477830271,BFS_HOTEL_DATA
Kloten,2015,10,2015-10-01,20311,20311,15283,15283,7673,7673,12638,9.918967123384514,BFS_HOTEL_DATA
Kloten,2015,11,2015-11-01,18392,18392,13273,13273,7016,7016,11376,9.819725436430797,BFS_HOTEL_DATA
Kloten,2015,12,2015-12-01,17616,17616,13337,13337,6950,6950,10666,9.77661962392714,BFS_HOTEL_DATA
Kloten,2016,1,2016-01-01,17999,17999,13800,13800,6294,6294,11705,9.798127036878302,BFS_HOTEL_DATA
Kloten,2016,2,2016-02-01,17897,17897,13412,13412,6056,6056,11841,9.792444253742804,BFS_HOTEL_DATA
Kloten,2016,3,2016-03-01,20683,20683,13825,13825,7187,7187,13496,9.937115733516112,BFS_HOTEL_DATA
Kloten,2016,4,2016-04-01,19626,19626,15299,15299,7428,7428,12198,9.88466144828608,BFS_HOTEL_DATA
Kloten,2016,5,2016-05-01,23382,23382,17880,17880,8642,8642,14740,10.059764541593394,BFS_HOTEL_DATA
Kloten,2016,6,2016-06-01,24729,24729,18981,18981,8984,8984,15745,10.115772360515463,BFS_HOTEL_DATA
Kloten,2016,7,2016-07-01,29283,29283,21696,21696,13224,13224,16059,10.284796570766533,BFS_HOTEL_DATA
Kloten,2016,8,2016-08-01,27220,27220,20262,20262,10960,10960,16260,10.211744013223518,BFS_HOTEL_DATA
Kloten,2016,9,2016-09-01,24001,24001,18073,18073,8878,8878,15123,10.085892439191387,BFS_HOTEL_DATA
Kloten,2016,10,2016-10-01,22077,22077,16125,16125,8999,8999,13078,10.002336916578297,BFS_HOTEL_DATA
Kloten,2016,11,2016-11-01,18836,18836,13417,13417,7140,7140,11696,9.84357829978222,BFS_HOTEL_DATA
Kloten,2016,12,2016-12-01,19106,19106,14780,14780,7755,7755,11351,9.857810039039476,BFS_HOTEL_DATA
Kloten,2017,1,2017-01-01,19264,19264,15558,15558,7502,7502,11762,9.866045257060257,BFS_HOTEL_DATA
Kloten,2017,2,2017-02-01,18378,18378,13255,13255,7151,7151,11227,9.818963987465475,BFS_HOTEL_DATA
Kloten,2017,3,2017-03-01,19734,19734,13933,13933,6746,6746,12988,9.890148988096948,BFS_HOTEL_DATA
Kloten,2017,4,2017-04-01,20968,20968,16220,16220,8925,8925,12043,9.950800435586746,BFS_HOTEL_DATA
Kloten,2017,5,2017-05-01,24261,24261,18112,18112,10307,10307,13954,10.096666619330865,BFS_HOTEL_DATA
Kloten,2017,6,2017-06-01,24928,24928,19108,19108,9403,9403,15525,10.123787063398602,BFS_HOTEL_DATA
Kloten,2017,7,2017-07-01,26379,26379,20965,20965,10702,10702,15677,10.180361426271306,BFS_HOTEL_DATA
Kloten,2017,8,2017-08-01,26021,26021,20246,20246,10569,10569,15452,10.166697613063421,BFS_HOTEL_DATA
Kloten,2017,9,2017-09-01,24561,24561,18789,18789,9861,9861,14700,10.10895581217033,BFS_HOTEL_DATA
Kloten,2017,10,2017-10-01,22210,22210,17060,17060,9066,9066,13144,10.008342940638508,BFS_HOTEL_DATA
Kloten,2017,11,2017-11-01,18522,18522,13729,13729,7224,7224,11298,9.826768482122723,BFS_HOTEL_DATA
Kloten,2017,12,2017-12-01,20768,20768,16122,16122,8778,8778,11990,9.941216769346136,BFS_HOTEL_DATA
Kloten,2018,1,2018-01-01,20253,20253,15703,15703,7668,7668,12585,9.91610758389223,BFS_HOTEL_DATA
Kloten,2018,2,2018-02-01,17609,17609,13514,13514,5930,5930,11679,9.776222201490253,BFS_HOTEL_DATA
Kloten,2018,3,2018-03-01,20304,20304,14988,14988,6898,6898,13406,9.918622440120398,BFS_HOTEL_DATA
Kloten,2018,4,2018-04-01,21421,21421,16294,16294,8655,8655,12766,9.972173710324576,BFS_HOTEL_DATA
Kloten,2018,5,2018-05-01,24607,24607,18979,18979,10037,10037,14570,10.11082687230537,BFS_HOTEL_DATA
Kloten,2018,6,2018-06-01,22543,22543,15821,15821,5702,5702,16841,10.023224234138462,BFS_HOTEL_DATA
Kloten,2018,7,2018-07-01,26860,26860,21338,21338,11140,11140,15720,10.198430699466112,BFS_HOTEL_DATA
Kloten,2018,8,2018-08-01,28561,28561,21365,21365,12294,12294,16267,10.259832442012879,BFS_HOTEL_DATA
Kloten,2018,9,2018-09-01,23869,23869,16731,16731,11408,11408,12461,10.080377719332876,BFS_HOTEL_DATA
Kloten,2018,10,2018-10-01,21249,21249,15272,15272,12307,12307,8942,9.964112174352563,BFS_HOTEL_DATA
Kloten,2018,11,2018-11-01,17291,17291,12702,12702,9277,9277,8014,9.757999245787522,BFS_HOTEL_DATA
Kloten,2018,12,2018-12-01,19298,19298,14265,14265,10973,10973,8325,9.86780856007911,BFS_HOTEL_DATA
Kloten,2019,1,2019-01-01,18639,18639,13896,13896,10216,10216,8423,9.833065088239582,BFS_HOTEL_DATA
Kloten,2019,2,2019-02-01,17768,17768,12748,12748,8961,8961,8807,9.785210644945074,BFS_HOTEL_DATA
Kloten,2019,3,2019-03-01,20156,20156,14318,14318,10008,10008,10148,9.91130690158826,BFS_HOTEL_DATA
Kloten,2019,4,2019-04-01,20887,20887,14781,14781,12017,12017,8870,9.946930110378965,BFS_HOTEL_DATA
Kloten,2019,5,2019-05-01,24418,24418,16968,16968,14324,14324,10094,10.10311679678527,BFS_HOTEL_DATA
Kloten,2019,6,2019-06-01,24987,24987,16794,16794,14109,14109,10878,10.12615098861346,BFS_HOTEL_DATA
Kloten,2019,7,2019-07-01,27812,27812,18248,18248,15662,15662,12150,10.233258816275091,BFS_HOTEL_DATA
Kloten,2019,8,2019-08-01,26461,26461,18695,18695,15461,15461,11000,10.183465020602357,BFS_HOTEL_DATA
Kloten,2019,9,2019-09-01,23531,23531,16450,16450,13566,13566,9965,10.066116475984346,BFS_HOTEL_DATA
Kloten,2019,10,2019-10-01,22776,22776,15695,15695,13123,13123,9653,10.033506533859862,BFS_HOTEL_DATA
Kloten,2019,11,2019-11-01,18962,18962,13290,13290,10278,10278,8684,9.850244991140409,BFS_HOTEL_DATA
Kloten,2019,12,2019-12-01,20240,20240,14163,14163,10882,10882,9358,9.915465529295535,BFS_HOTEL_DATA
Kloten,2020,1,2020-01-01,19538,19538,14185,14185,9578,9578,9960,9.88016774721451,BFS_HOTEL_DATA
Kloten,2020,2,2020-02-01,18650,18650,13117,13117,9867,9867,8783,9.833655042937448,BFS_HOTEL_DATA
Kloten,2020,3,2020-03-01,8876,8876,6445,6445,4846,4846,4030,9.09121894106832,BFS_HOTEL_DATA
Kloten,2020,4,2020-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2020,5,2020-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2020,6,2020-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2020,7,2020-07-01,8020,8020,6364,6364,4881,4881,3139,8.989818381366925,BFS_HOTEL_DATA
Kloten,2020,8,2020-08-01,6879,6879,4946,4946,3814,3814,3065,8.836373930927389,BFS_HOTEL_DATA
Kloten,2020,9,2020-09-01,7080,7080,4984,4984,3817,3817,3263,8.865170419651774,BFS_HOTEL_DATA
Kloten,2020,10,2020-10-01,5495,5495,3828,3828,3147,3147,2348,8.611775833902186,BFS_HOTEL_DATA
Kloten,2020,11,2020-11-01,4185,4185,3086,3086,2143,2143,2042,8.339500903005945,BFS_HOTEL_DATA
Kloten,2020,12,2020-12-01,4387,4387,3357,3357,2361,2361,2026,8.38662882139512,BFS_HOTEL_DATA
Kloten,2021,1,2021-01-01,4080,4080,3124,3124,2202,2202,1878,8.314097335405807,BFS_HOTEL_DATA
Kloten,2021,2,2021-02-01,3743,3743,2512,2512,2218,2218,1525,8.227909837597483,BFS_HOTEL_DATA
Kloten,2021,3,2021-03-01,5127,5127,3345,3345,2593,2593,2534,8.542470998600505,BFS_HOTEL_DATA
Kloten,2021,4,2021-04-01,7929,7929,5196,5196,4896,4896,3033,8.978408314628894,BFS_HOTEL_DATA
Kloten,2021,5,2021-05-01,8770,8770,5442,5442,5474,5474,3296,9.079206103951382,BFS_HOTEL_DATA
Kloten,2021,6,2021-06-01,8332,8332,4648,4648,4736,4736,3596,9.027978814382207,BFS_HOTEL_DATA
Kloten,2021,7,2021-07-01,11883,11883,6269,6269,6430,6430,5453,9.382948236582498,BFS_HOTEL_DATA
Kloten,2021,8,2021-08-01,18426,18426,9940,9940,8800,8800,9626,9.821572259334861,BFS_HOTEL_DATA
Kloten,2021,9,2021-09-01,17993,17993,11329,11329,8190,8190,9803,9.797793647977064,BFS_HOTEL_DATA
Kloten,2021,10,2021-10-01,18542,18542,13323,13323,10072,10072,8470,9.827847638327382,BFS_HOTEL_DATA
Kloten,2021,11,2021-11-01,16988,16988,11830,11830,8505,8505,8483,9.740321354781914,BFS_HOTEL_DATA
Kloten,2021,12,2021-12-01,13794,13794,9092,9092,6817,6817,6977,9.532061486651386,BFS_HOTEL_DATA
Kloten,2022,1,2022-01-01,12884,12884,7591,7591,5290,5290,7594,9.463819123086465,BFS_HOTEL_DATA
Kloten,2022,2,2022-02-01,14211,14211,8819,8819,5869,5869,8342,9.561841957140917,BFS_HOTEL_DATA
Kloten,2022,3,2022-03-01,21261,21261,12731,12731,7798,7798,13463,9.964676720848551,BFS_HOTEL_DATA
Kloten,2022,4,2022-04-01,23530,23530,15059,15059,10256,10256,13274,10.066073979755881,BFS_HOTEL_DATA
Kloten,2022,5,2022-05-01,30504,30504,18873,18873,12867,12867,17637,10.325645883585953,BFS_HOTEL_DATA
Kloten,2022,6,2022-06-01,41411,41411,28084,28084,17232,17232,24179,10.631325972886003,BFS_HOTEL_DATA
Kloten,2022,7,2022-07-01,40743,40743,27969,27969,18573,18573,22170,10.615063868564441,BFS_HOTEL_DATA
Kloten,2022,8,2022-08-01,37836,37836,26943,26943,15883,15883,21953,10.541042738838962,BFS_HOTEL_DATA
Kloten,2022,9,2022-09-01,45546,45546,27529,27529,17206,17206,28340,10.726500038828679,BFS_HOTEL_DATA
Kloten,2022,10,2022-10-01,34992,34992,25017,25017,15572,15572,19420,10.462903320468884,BFS_HOTEL_DATA
Kloten,2022,11,2022-11-01,30731,30731,20469,20469,13680,13680,17051,10.333059735987526,BFS_HOTEL_DATA
Kloten,2022,12,2022-12-01,34350,34350,24346,24346,11622,11622,22728,10.444386409308262,BFS_HOTEL_DATA
Kloten,2023,1,2023-01-01,31007,31007,20443,20443,11716,11716,19291,10.342000514690493,BFS_HOTEL_DATA
Kloten,2023,2,2023-02-01,29017,29017,15717,15717,9586,9586,19431,10.27567160607563,BFS_HOTEL_DATA
Kloten,2023,3,2023-03-01,35480,35480,23522,23522,11925,11925,23555,10.476752620919227,BFS_HOTEL_DATA
Kloten,2023,4,2023-04-01,36649,36649,24220,24220,15744,15744,20905,10.509168707314798,BFS_HOTEL_DATA
Kloten,2023,5,2023-05-01,40792,40792,27935,27935,15784,15784,25008,10.616265777045221,BFS_HOTEL_DATA
Kloten,2023,6,2023-06-01,46402,46402,31847,31847,16755,16755,29647,10.745119391296704,BFS_HOTEL_DATA
Kloten,2023,7,2023-07-01,45021,45021,34764,34764,17519,17519,27502,10.714906538174109,BFS_HOTEL_DATA
Kloten,2023,8,2023-08-01,44343,44343,30339,30339,17657,17657,26686,10.69973269109964,BFS_HOTEL_DATA
Kloten,2023,9,2023-09-01,43125,43125,29291,29291,17365,17365,25760,10.671881342470611,BFS_HOTEL_DATA
Kloten,2023,10,2023-10-01,41165,41165,28929,28929,18202,18202,22963,10.625367951918946,BFS_HOTEL_DATA
Kloten,2023,11,2023-11-01,34424,34424,23508,23508,14038,14038,20386,10.446538323596856,BFS_HOTEL_DATA
Kloten,2023,12,2023-12-01,37259,37259,24591,24591,15809,15809,21450,10.52567564415558,BFS_HOTEL_DATA
Kloten,2024,1,2024-01-01,33248,33248,21294,21294,12109,12109,21139,10.411779970443762,BFS_HOTEL_DATA
Kloten,2024,2,2024-02-01,29199,29199,18747,18747,10647,10647,18552,10.281923988256374,BFS_HOTEL_DATA
Kloten,2024,3,2024-03-01,36776,36776,26566,26566,14258,14258,22518,10.512627928763104,BFS_HOTEL_DATA
Kloten,2024,4,2024-04-01,37092,37092,26413,26413,15417,15417,21675,10.521183551548075,BFS_HOTEL_DATA
Kloten,2024,5,2024-05-01,41924,41924,29288,29288,16620,16620,25304,10.64363758669141,BFS_HOTEL_DATA
Kloten,2024,6,2024-06-01,47553,47553,33687,33687,15376,15376,32177,10.769621186412348,BFS_HOTEL_DATA
Kloten,2024,7,2024-07-01,49478,49478,34185,34185,16762,16762,32716,10.809303616116262,BFS_HOTEL_DATA
Kloten,2024,8,2024-08-01,46267,46267,34170,34170,16310,16310,29957,10.742205856415293,BFS_HOTEL_DATA
Kloten,2024,9,2024-09-01,46844,46844,33696,33696,19525,19525,27319,10.754599558385289,BFS_HOTEL_DATA
Kloten,2024,10,2024-10-01,41800,41800,30859,30859,16895,16895,24905,10.640675541671662,BFS_HOTEL_DATA
Kloten,2024,11,2024-11-01,36154,36154,26864,26864,15356,15356,20798,10.495570530609053,BFS_HOTEL_DATA
Kloten,2024,12,2024-12-01,40437,40437,31041,31041,15874,15874,24563,10.607525215927247,BFS_HOTEL_DATA
Kloten,2025,1,2025-01-01,37683,37683,27464,27464,13957,13957,23726,10.536990880168558,BFS_HOTEL_DATA
Kloten,2025,2,2025-02-01,32366,32366,22771,22771,11076,11076,21290,10.38489466421945,BFS_HOTEL_DATA
Kloten,2025,3,2025-03-01,37745,37745,26847,26847,12698,12698,25047,10.538634788798085,BFS_HOTEL_DATA
Kloten,2025,4,2025-04-01,38137,38137,27733,27733,15497,15497,22640,10.548966439394572,BFS_HOTEL_DATA
Kloten,2025,5,2025-05-01,46248,46248,33323,33323,17508,17508,28740,10.741795121085199,BFS_HOTEL_DATA
Kloten,2025,6,2025-06-01,46302,46302,33479,33479,16327,16327,29975,10.742962032791647,BFS_HOTEL_DATA
Kloten,2025,7,2025-07-01,49206,49206,35718,35718,15675,15675,33531,10.803791168782833,BFS_HOTEL_DATA
Kloten,2025,8,2025-08-01,50176,50176,36306,36306,16478,16478,33698,10.823312033358421,BFS_HOTEL_DATA
Kloten,2025,9,2025-09-01,45310,45310,32760,32760,16980,16980,28330,10.721305107600823,BFS_HOTEL_DATA
Kloten,2025,10,2025-10-01,43330,43330,31588,31588,16253,16253,27077,10.676623593166008,BFS_HOTEL_DATA
Kloten,2025,11,2025-11-01,35747,35747,25793,25793,15026,15026,20721,10.484249602501283,BFS_HOTEL_DATA
Kloten,2025,12,2025-12-01,41166,41166,28946,28946,17335,17335,23831,10.62539224351527,BFS_HOTEL_DATA
Kloten,2026,1,2026-01-01,39080,39080,27541,27541,16324,16324,22756,10.573391694365673,BFS_HOTEL_DATA
Kloten,2026,2,2026-02-01,34927,34927,25724,25724,13893,13893,21034,10.461044078789724,BFS_HOTEL_DATA
Kloten,2026,3,2026-03-01,38059,38059,27859,27859,14602,14602,23457,10.546919140850141,BFS_HOTEL_DATA
Kloten,2026,4,2026-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,5,2026-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,6,2026-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,7,2026-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,8,2026-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,9,2026-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,10,2026-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,11,2026-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Kloten,2026,12,2026-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA
Opfikon,2013,1,2013-01-01,31788,31788,21550,21550,7855,7855,23933,10.366875596977243,BFS_HOTEL_DATA
Opfikon,2013,2,2013-02-01,33189,33189,22530,22530,7297,7297,25892,10.41000390471402,BFS_HOTEL_DATA
Opfikon,2013,3,2013-03-01,40024,40024,26321,26321,10400,10400,29624,10.597259537864915,BFS_HOTEL_DATA
Opfikon,2013,4,2013-04-01,43140,43140,27331,27331,10380,10380,32760,10.672229100017557,BFS_HOTEL_DATA
Opfikon,2013,5,2013-05-01,52585,52585,34573,34573,14187,14187,38398,10.870205203603206,BFS_HOTEL_DATA
Opfikon,2013,6,2013-06-01,55306,55306,37441,37441,13703,13703,41603,10.920654761778046,BFS_HOTEL_DATA
Opfikon,2013,7,2013-07-01,55693,55693,40898,40898,14534,14534,41159,10.927627700184981,BFS_HOTEL_DATA
Opfikon,2013,8,2013-08-01,57600,57600,40264,40264,13980,13980,43620,10.961295207644392,BFS_HOTEL_DATA
Opfikon,2013,9,2013-09-01,51052,51052,34340,34340,13515,13515,37537,10.840619587781932,BFS_HOTEL_DATA
Opfikon,2013,10,2013-10-01,45704,45704,30905,30905,11649,11649,34055,10.729962980087919,BFS_HOTEL_DATA
Opfikon,2013,11,2013-11-01,35838,35838,23871,23871,9564,9564,26274,10.486791964913891,BFS_HOTEL_DATA
Opfikon,2013,12,2013-12-01,37134,37134,23634,23634,11136,11136,25998,10.522315200103396,BFS_HOTEL_DATA
Opfikon,2014,1,2014-01-01,33066,33066,21663,21663,8675,8675,24391,10.406291085199207,BFS_HOTEL_DATA
Opfikon,2014,2,2014-02-01,32716,32716,22466,22466,7834,7834,24882,10.395650099471604,BFS_HOTEL_DATA
Opfikon,2014,3,2014-03-01,38463,38463,26154,26154,9111,9111,29352,10.55747801789488,BFS_HOTEL_DATA
Opfikon,2014,4,2014-04-01,40577,40577,26030,26030,9882,9882,30695,10.610981326802994,BFS_HOTEL_DATA
Opfikon,2014,5,2014-05-01,53599,53599,35009,35009,14741,14741,38858,10.889304347058893,BFS_HOTEL_DATA
Opfikon,2014,6,2014-06-01,57004,57004,37976,37976,16475,16475,40529,10.95089426226782,BFS_HOTEL_DATA
Opfikon,2014,7,2014-07-01,64431,64431,45433,45433,20140,20140,44291,11.073365683091236,BFS_HOTEL_DATA
Opfikon,2014,8,2014-08-01,61595,61595,38432,38432,17207,17207,44388,11.028352212348304,BFS_HOTEL_DATA
Opfikon,2014,9,2014-09-01,50938,50938,34659,34659,14399,14399,36539,10.8383841174024,BFS_HOTEL_DATA
Opfikon,2014,10,2014-10-01,48133,48133,31075,31075,12598,12598,35535,10.78174406709235,BFS_HOTEL_DATA
Opfikon,2014,11,2014-11-01,37068,37068,24272,24272,11514,11514,25554,10.520536319789551,BFS_HOTEL_DATA
Opfikon,2014,12,2014-12-01,40487,40487,27506,27506,13560,13560,26927,10.608760912893914,BFS_HOTEL_DATA
Opfikon,2015,1,2015-01-01,37519,37519,24823,24823,11211,11211,26308,10.532629403120161,BFS_HOTEL_DATA
Opfikon,2015,2,2015-02-01,38973,38973,26171,26171,10825,10825,28148,10.57065003612408,BFS_HOTEL_DATA
Opfikon,2015,3,2015-03-01,48513,48513,30817,30817,12298,12298,36215,10.789607695065166,BFS_HOTEL_DATA
Opfikon,2015,4,2015-04-01,46658,46658,30924,30924,12051,12051,34607,10.75062111371267,BFS_HOTEL_DATA
Opfikon,2015,5,2015-05-01,69773,69773,44766,44766,17543,17543,52230,11.153016726521098,BFS_HOTEL_DATA
Opfikon,2015,6,2015-06-01,71617,71617,48111,48111,16394,16394,55223,11.17910171800194,BFS_HOTEL_DATA
Opfikon,2015,7,2015-07-01,78645,78645,55192,55192,17891,17891,60754,11.272712048960424,BFS_HOTEL_DATA
Opfikon,2015,8,2015-08-01,78111,78111,52371,52371,15189,15189,62922,11.265898973192687,BFS_HOTEL_DATA
Opfikon,2015,9,2015-09-01,68051,68051,45620,45620,19545,19545,48506,11.128027397802029,BFS_HOTEL_DATA
Opfikon,2015,10,2015-10-01,57094,57094,37521,37521,17341,17341,39753,10.95247182613575,BFS_HOTEL_DATA
Opfikon,2015,11,2015-11-01,47841,47841,30799,30799,16269,16269,31572,10.775659193770734,BFS_HOTEL_DATA
Opfikon,2015,12,2015-12-01,46068,46068,30546,30546,14950,14950,31118,10.737895551594969,BFS_HOTEL_DATA
Opfikon,2016,1,2016-01-01,41031,41031,26341,26341,13095,13095,27936,10.622107529069105,BFS_HOTEL_DATA
Opfikon,2016,2,2016-02-01,43385,43385,28107,28107,14655,14655,28730,10.677892087403007,BFS_HOTEL_DATA
Opfikon,2016,3,2016-03-01,50277,50277,32553,32553,14858,14858,35419,10.825322884665633,BFS_HOTEL_DATA
Opfikon,2016,4,2016-04-01,51166,51166,33442,33442,13660,13660,37506,10.84285007197804,BFS_HOTEL_DATA
Opfikon,2016,5,2016-05-01,68218,68218,42470,42470,19179,19179,49039,11.13047839740727,BFS_HOTEL_DATA
Opfikon,2016,6,2016-06-01,73273,73273,48656,48656,17322,17322,55951,11.20196111826659,BFS_HOTEL_DATA
Opfikon,2016,7,2016-07-01,82412,82412,53472,53472,21284,21284,61128,11.319498470443952,BFS_HOTEL_DATA
Opfikon,2016,8,2016-08-01,77489,77489,49366,49366,17407,17407,60082,11.257904174757996,BFS_HOTEL_DATA
Opfikon,2016,9,2016-09-01,67201,67201,42782,42782,17409,17409,49792,11.115458287973127,BFS_HOTEL_DATA
Opfikon,2016,10,2016-10-01,60314,60314,39554,39554,16397,16397,43917,11.007336107999484,BFS_HOTEL_DATA
Opfikon,2016,11,2016-11-01,51457,51457,32422,32422,14584,14584,36873,10.848521219942494,BFS_HOTEL_DATA
Opfikon,2016,12,2016-12-01,54255,54255,35265,35265,13566,13566,40689,10.90146886436542,BFS_HOTEL_DATA
Opfikon,2017,1,2017-01-01,44676,44676,29810,29810,11135,11135,33541,10.70721410679279,BFS_HOTEL_DATA
Opfikon,2017,2,2017-02-01,44804,44804,27586,27586,10734,10734,34070,10.71007501931832,BFS_HOTEL_DATA
Opfikon,2017,3,2017-03-01,50395,50395,33583,33583,13041,13041,37354,10.82766708583052,BFS_HOTEL_DATA
Opfikon,2017,4,2017-04-01,56130,56130,36600,36600,12552,12552,43578,10.93544352356233,BFS_HOTEL_DATA
Opfikon,2017,5,2017-05-01,71772,71772,46328,46328,15019,15019,56753,11.18126363974558,BFS_HOTEL_DATA
Opfikon,2017,6,2017-06-01,76871,76871,52231,52231,14449,14449,62422,11.249896979957104,BFS_HOTEL_DATA
Opfikon,2017,7,2017-07-01,83170,83170,57491,57491,16711,16711,66459,11.32865400835664,BFS_HOTEL_DATA
Opfikon,2017,8,2017-08-01,82483,82483,55004,55004,17538,17538,64945,11.320359614120157,BFS_HOTEL_DATA
Opfikon,2017,9,2017-09-01,69660,69660,46647,46647,15239,15239,54421,11.151395899257666,BFS_HOTEL_DATA
Opfikon,2017,10,2017-10-01,62715,62715,40681,40681,14054,14054,48661,11.046371877480341,BFS_HOTEL_DATA
Opfikon,2017,11,2017-11-01,50255,50255,33068,33068,12571,12571,37684,10.824885221778429,BFS_HOTEL_DATA
Opfikon,2017,12,2017-12-01,56255,56255,37792,37792,14080,14080,42175,10.937667981044848,BFS_HOTEL_DATA
Opfikon,2018,1,2018-01-01,47600,47600,32333,32333,11857,11857,35743,10.7706090484022,BFS_HOTEL_DATA
Opfikon,2018,2,2018-02-01,44183,44183,30066,30066,12276,12276,31907,10.696118011581023,BFS_HOTEL_DATA
Opfikon,2018,3,2018-03-01,59972,59972,38819,38819,17229,17229,42743,11.001649739923852,BFS_HOTEL_DATA
Opfikon,2018,4,2018-04-01,59892,59892,39160,39160,13292,13292,46600,11.000314915838985,BFS_HOTEL_DATA
