station_code,date,snow_depth_observed_days,snow_depth_invalid_negative_days,snow_depth_mean_cm,snow_depth_median_cm,snow_depth_max_cm,days_snow_depth_ge_10cm,days_snow_depth_ge_20cm,days_snow_depth_ge_30cm,modeled_new_snow_observed_days,modeled_new_snow_total_cm,calendar_days,snow_depth_observation_coverage_share,share_observed_days_snow_depth_ge_10cm,share_observed_days_snow_depth_ge_20cm,share_observed_days_snow_depth_ge_30cm,month_snow_proxy_usable,source_id,label,active,lon,lat,elevation,station_type
ADE2,2013-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2013-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2014-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2015-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-02-01,0,0,NA,NA,NA,0,0,0,0,NA,29,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2016-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2017-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2018-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2019-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-02-01,0,0,NA,NA,NA,0,0,0,0,NA,29,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2020-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2021-12-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-01-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-02-01,0,0,NA,NA,NA,0,0,0,0,NA,28,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-03-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-04-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-05-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-06-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-07-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-08-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-09-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-10-01,0,0,NA,NA,NA,0,0,0,0,NA,31,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-11-01,0,0,NA,NA,NA,0,0,0,0,NA,30,0.0,NA,NA,NA,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2022-12-01,12,0,73.58333333333333,77.0,83.0,12,12,12,12,167.60000000000002,31,0.3870967741935484,1.0,1.0,1.0,False,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-01-01,31,0,109.74193548387096,117.0,147.0,31,31,31,31,141.5,31,1.0,1.0,1.0,1.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-02-01,28,0,114.71428571428571,113.0,135.0,28,28,28,28,59.80000000000001,28,1.0,1.0,1.0,1.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-03-01,31,0,159.4516129032258,174.0,214.0,31,31,31,31,286.4,31,1.0,1.0,1.0,1.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-04-01,30,0,221.56666666666666,220.5,244.0,30,30,30,30,211.4,30,1.0,1.0,1.0,1.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-05-01,31,0,186.70967741935485,191.0,224.0,31,31,31,31,100.7,31,1.0,1.0,1.0,1.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-06-01,30,0,29.7,7.5,116.0,13,12,11,30,0.0,30,1.0,0.43333333333333335,0.4,0.36666666666666664,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-07-01,31,0,0.0,0.0,0.0,0,0,0,31,0.0,31,1.0,0.0,0.0,0.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-08-01,31,0,0.41935483870967744,0.0,8.0,0,0,0,31,20.4,31,1.0,0.0,0.0,0.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
ADE2,2023-09-01,30,0,0.2,0.0,1.0,0,0,0,30,5.4,30,1.0,0.0,0.0,0.0,True,SLF_IMIS_DAILY_SNOW,Engstligenalp,True,7.582633,46.434365,2304,SNOW_FLAT
