timestamp,task,source_id,source,source_url,URL/API,request,retrieval_method,HTTP_status,status,raw_file,output_file,checksum,records,rows_collected,success,error,notes
2026-09-19T23:22:48.325403+00:00,initial_source_verification,MAGIC_2024,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/mp-cp-24-dossier-presse-fr-1-2.pdf,https://www.magicpass.ch/media/document/0/mp-cp-24-dossier-presse-fr-1-2.pdf,GET,urllib GET,,failed,,,,,,False,IncompleteRead: IncompleteRead(2457600 bytes read),
2026-09-19T23:22:58.692358+00:00,initial_source_verification,MAGIC_2025,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/dossier-de-presse-2025-ch-fr-avec-compression.pdf,https://www.magicpass.ch/media/document/0/dossier-de-presse-2025-ch-fr-avec-compression.pdf,GET,urllib GET,200,downloaded,data_external/source_evidence/MAGIC_2025_20260919T232258Z.pdf,data_external/source_evidence/MAGIC_2025_20260919T232258Z.pdf,fbdeb6585b4a294c2ad2a229ebc9cfd192235c49f2af676367499d2090db0279,,,True,,
2026-09-19T23:23:09.117047+00:00,initial_source_verification,MAGIC_2026,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/magicpass-2026-dossier-de-presse-chfr-avec-compression.pdf,https://www.magicpass.ch/media/document/0/magicpass-2026-dossier-de-presse-chfr-avec-compression.pdf,GET,urllib GET,,failed,,,,,,False,IncompleteRead: IncompleteRead(1736704 bytes read),
2026-09-19T23:23:50.233825+00:00,initial_source_verification,MAGIC_2020,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/magic_pass_20-21_communique_lancement-1.pdf,https://www.magicpass.ch/media/document/0/magic_pass_20-21_communique_lancement-1.pdf,GET,urllib GET,200,downloaded,data_external/source_evidence/MAGIC_2020_20260919T232350Z.pdf,data_external/source_evidence/MAGIC_2020_20260919T232350Z.pdf,c5a45a18328beb285b73f43e651491fe21f9634d3b5759479be9ccb9d09e4b04,,,True,,
2026-09-19T23:24:00.734657+00:00,initial_source_verification,MAGIC_2021,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/210316_magicpass-dossier-de-presse-final.pdf,https://www.magicpass.ch/media/document/0/210316_magicpass-dossier-de-presse-final.pdf,GET,urllib GET,,failed,,,,,,False,IncompleteRead: IncompleteRead(4096000 bytes read),
2026-09-19T23:24:11.201676+00:00,initial_source_verification,MAGIC_2024,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/mp-cp-24-dossier-presse-fr-1-2.pdf,https://www.magicpass.ch/media/document/0/mp-cp-24-dossier-presse-fr-1-2.pdf,GET,urllib GET,200,downloaded,data_external/source_evidence/MAGIC_2024_20260919T232411Z.pdf,data_external/source_evidence/MAGIC_2024_20260919T232411Z.pdf,8239ef9bfa95121f747b22d5a9a92949e1fa9a08ba87d4a62697dc186085b3ff,,,True,,
2026-09-19T23:24:21.584195+00:00,initial_source_verification,MAGIC_2026,Magic Mountains Cooperation,https://www.magicpass.ch/media/document/0/magicpass-2026-dossier-de-presse-chfr-avec-compression.pdf,https://www.magicpass.ch/media/document/0/magicpass-2026-dossier-de-presse-chfr-avec-compression.pdf,GET,urllib GET,,failed,,,,,,False,IncompleteRead: IncompleteRead(3768320 bytes read),
2026-09-19T23:27:16.405897+00:00,initial_source_verification,GEO_POINT_0b3984b933ae,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.539282%2C47.261175&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.539282%2C47.261175&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_0b3984b933ae_20260919T232716Z.json,data_external/source_evidence/GEO_POINT_0b3984b933ae_20260919T232716Z.json,e0895ee40c156dc8bfcd35c5ac92354c41f695b6f38f3812c444dc94880dcdef,,,True,,
2026-09-19T23:27:18.007486+00:00,initial_source_verification,GEO_POINT_d89d7be79f82,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.594085%2C47.346791&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.594085%2C47.346791&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_d89d7be79f82_20260919T232718Z.json,data_external/source_evidence/GEO_POINT_d89d7be79f82_20260919T232718Z.json,7e3acbabc6691254ede3549b97b74f11427e84c523268c494ec9b33d4831d9e4,,,True,,
2026-09-19T23:27:19.358044+00:00,initial_source_verification,GEO_POINT_781acd296fbb,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.887497%2C46.806787&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.887497%2C46.806787&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_781acd296fbb_20260919T232719Z.json,data_external/source_evidence/GEO_POINT_781acd296fbb_20260919T232719Z.json,b5d889c7254b8ca77d601127d9e84f6750d27f959c7838832305e409b60f0140,,,True,,
2026-09-19T23:28:13.132736+00:00,initial_source_verification,GEO_POINT_93cc064eae7c,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.720900%2C46.874583&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.720900%2C46.874583&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_93cc064eae7c_20260919T232813Z.json,data_external/source_evidence/GEO_POINT_93cc064eae7c_20260919T232813Z.json,7d60e03dfaaef4da1d37907f0f86ab22ac4ef26a8b27343328a3af9109dfe57c,,,True,,
2026-09-19T23:28:14.898709+00:00,initial_source_verification,GEO_POINT_022fd6670488,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.453280%2C46.724344&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.453280%2C46.724344&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_022fd6670488_20260919T232814Z.json,data_external/source_evidence/GEO_POINT_022fd6670488_20260919T232814Z.json,708342213e7bbb9653cedee2c66b2a2e51c69f5a219fd47a463e9a372867f12e,,,True,,
2026-09-19T23:28:16.351400+00:00,initial_source_verification,GEO_POINT_c5ab3d183f3d,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.440187%2C46.918543&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.440187%2C46.918543&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_c5ab3d183f3d_20260919T232816Z.json,data_external/source_evidence/GEO_POINT_c5ab3d183f3d_20260919T232816Z.json,9b8894106016a9715433dfaaabe1fd91be67f521eb656a8bfb57874760e91b03,,,True,,
2026-09-19T23:28:17.700739+00:00,initial_source_verification,GEO_POINT_8d5e58641fc6,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.681117%2C46.825759&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.681117%2C46.825759&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_8d5e58641fc6_20260919T232817Z.json,data_external/source_evidence/GEO_POINT_8d5e58641fc6_20260919T232817Z.json,f2a6bbaa6bea10b73dadcaff1da52dd5b2db0378472a31f69a09c284bd0b608e,,,True,,
2026-09-19T23:28:18.964569+00:00,initial_source_verification,GEO_POINT_66997aced7a5,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.677759%2C46.770492&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.677759%2C46.770492&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_66997aced7a5_20260919T232818Z.json,data_external/source_evidence/GEO_POINT_66997aced7a5_20260919T232818Z.json,539b7a10bca5eeef0a0d13c3d4443b9b575024430ec7faacda4b5c20c5a28931,,,True,,
2026-09-19T23:28:20.216471+00:00,initial_source_verification,GEO_POINT_0c42da5e03cb,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.677598%2C46.838971&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.677598%2C46.838971&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_0c42da5e03cb_20260919T232820Z.json,data_external/source_evidence/GEO_POINT_0c42da5e03cb_20260919T232820Z.json,2b977de5657a7fc3a0edff4bca19935cb40f22365bfc13182e893feb387fb48d,,,True,,
2026-09-19T23:28:21.530699+00:00,initial_source_verification,GEO_POINT_b9a32835ec0d,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.367363%2C46.730566&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.367363%2C46.730566&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_b9a32835ec0d_20260919T232821Z.json,data_external/source_evidence/GEO_POINT_b9a32835ec0d_20260919T232821Z.json,feb8815f25111f214be888a32a1165c229a8d4c497b276146e374501f2324a40,,,True,,
2026-09-19T23:28:22.998931+00:00,initial_source_verification,GEO_POINT_4ab88d91b565,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.415943%2C46.761737&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.415943%2C46.761737&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_4ab88d91b565_20260919T232822Z.json,data_external/source_evidence/GEO_POINT_4ab88d91b565_20260919T232822Z.json,984c35fce256b043a132c091c00c68efe1c7e4e9f1ba5b936a9373556f8de51d,,,True,,
2026-09-19T23:28:24.519950+00:00,initial_source_verification,GEO_POINT_661c10998d18,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.389829%2C46.744577&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.389829%2C46.744577&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_661c10998d18_20260919T232824Z.json,data_external/source_evidence/GEO_POINT_661c10998d18_20260919T232824Z.json,984c35fce256b043a132c091c00c68efe1c7e4e9f1ba5b936a9373556f8de51d,,,True,,
2026-09-19T23:28:25.851257+00:00,initial_source_verification,GEO_POINT_ae714c379fce,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.763203%2C47.345010&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.763203%2C47.345010&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_ae714c379fce_20260919T232825Z.json,data_external/source_evidence/GEO_POINT_ae714c379fce_20260919T232825Z.json,32f4383b615012d0e26ea6ec309b0ef425dd30e771d3e0a71334b462ef41c8cb,,,True,,
2026-09-19T23:28:27.167247+00:00,initial_source_verification,GEO_POINT_f33241203388,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.055197%2C46.618141&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.055197%2C46.618141&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_f33241203388_20260919T232827Z.json,data_external/source_evidence/GEO_POINT_f33241203388_20260919T232827Z.json,5f1e366b8152767241fdfc7d9a71be32e6fc51b7cdf634f7fed2ae213d0b2e60,,,True,,
2026-09-19T23:28:29.129116+00:00,initial_source_verification,GEO_POINT_c86bcb8d15ce,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.206259%2C46.626158&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.206259%2C46.626158&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_c86bcb8d15ce_20260919T232829Z.json,data_external/source_evidence/GEO_POINT_c86bcb8d15ce_20260919T232829Z.json,e213c268ae872c905c0d1b5a8f7179407a15c5d4020aa9aef8459b67f162546a,,,True,,
2026-09-19T23:28:30.983751+00:00,initial_source_verification,GEO_POINT_768442058cc0,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.280062%2C46.730875&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.280062%2C46.730875&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_768442058cc0_20260919T232830Z.json,data_external/source_evidence/GEO_POINT_768442058cc0_20260919T232830Z.json,88185048ea7beec0f229b50ca93d9c38b138a074d6044f0e5606adeeaeb8526f,,,True,,
2026-09-19T23:28:32.165168+00:00,initial_source_verification,GEO_POINT_9fa3918dbd3c,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.276211%2C46.610653&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.276211%2C46.610653&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_9fa3918dbd3c_20260919T232832Z.json,data_external/source_evidence/GEO_POINT_9fa3918dbd3c_20260919T232832Z.json,4c431af1c9be8cd2850053a2cdd6af95c21cb4a1c7c580dd1e4f846dd23b2988,,,True,,
2026-09-19T23:28:33.402663+00:00,initial_source_verification,GEO_POINT_d1826cd6a9dc,swisstopo / geo.admin.ch,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.175961%2C46.676091&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,https://api3.geo.admin.ch/rest/services/ech/MapServer/identify?geometryType=esriGeometryPoint&geometry=7.175961%2C46.676091&layers=all%3Ach.swisstopo.swissboundaries3d-gemeinde-flaeche.fill&returnGeometry=false&sr=4326&tolerance=0&mapExtent=0%2C0%2C0%2C0&imageDisplay=0%2C0%2C0&lang=fr,GET,urllib GET,200,downloaded,data_external/source_evidence/GEO_POINT_d1826cd6a9dc_20260919T232833Z.json,data_external/source_evidence/GEO_POINT_d1826cd6a9dc_20260919T232833Z.json,6c2ab022bdcb2216146f758f96224dd09d38cc88407a784a461dc929e7be5253,,,True,,
