resort_id,resort_name_canonical,cluster_id,point_municipality_bfs_id,point_municipality_name,point_municipality_canton,selection_status,bfs_hotel_universe,bfs_hotel_municipality_name,assignment_quality,identity_status,relationship_type,tourism_exposure_interpretation,source_id,usable_for_descriptive_point_merge,usable_as_causal_exposure_without_review
fluelen_eggberge_fluelen,Flüelen Eggberge / Flüelen,SKI_CLUSTER_021,1201,Altdorf (UR),UR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
friherrenberg_einsiedeln,Friherrenberg Einsiedeln,SKI_CLUSTER_079,1301,Einsiedeln,SZ,unique_current_polygon,True,Einsiedeln,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
gemsstock_andermatt_gemsstock,Gemsstock Andermatt - Gemsstock,SKI_CLUSTER_017,1202,Andermatt,UR,unique_current_polygon,True,Andermatt,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
gfellen_entlebuch_finsterwald,Gfellen Entlebuch - Finsterwald,SKI_CLUSTER_193,1002,Entlebuch,LU,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
gitschenen_skilift_gitschenen,Gitschenen Skilift Gitschenen,SKI_CLUSTER_003,1211,Isenthal,UR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
hoch_ybrig,Hoch - Ybrig,SKI_CLUSTER_013,1368,Oberiberg,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
hochstuckli_sattel_hochstuckli,Hochstuckli Sattel Hochstuckli,SKI_CLUSTER_013,1372,Schwyz,SZ,unique_current_polygon,True,Schwyz,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
ibergeregg_skilifte_ibergeregg,Ibergeregg Skilifte Ibergeregg,SKI_CLUSTER_013,1372,Schwyz,SZ,unique_current_polygon,True,Schwyz,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
kellerberg_skilift_kellerberg_haldi,Kellerberg Skilift Kellerberg / Haldi,SKI_CLUSTER_021,1213,Schattdorf,UR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
klewenalp_stockhutte,Klewenalp - Stockhütte,SKI_CLUSTER_003,1501,Beckenried,NW,unique_current_polygon,True,Beckenried,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
langis_glaubenberg,Langis Glaubenberg,SKI_CLUSTER_191,1407,Sarnen,OW,unique_current_polygon,True,Sarnen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
lungern_turren_lungern_schonbuel,Lungern - Turren Lungern - Schönbüel,SKI_CLUSTER_194,1405,Lungern,OW,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
marchbachegg_marbach_marbachegg,Marchbachegg Marbach - Marbachegg,SKI_CLUSTER_074,1010,Escholzmatt-Marbach,LU,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
melchsee_frutt,Melchsee - Frutt,SKI_CLUSTER_024,1404,Kerns,OW,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
mythenregion,Mythenregion,SKI_CLUSTER_013,1361,Alpthal,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
morlialp,Mörlialp,SKI_CLUSTER_075,1403,Giswil,OW,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
neusell,Neusell,SKI_CLUSTER_013,1370,Rothenthurm,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
nollen_unterageri,Nollen - Unterägeri,SKI_CLUSTER_141,1709,Unterägeri,ZG,unique_current_polygon,True,Unterägeri,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
oberiberg,Oberiberg,SKI_CLUSTER_013,1368,Oberiberg,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
ratzi_spiringen,Ratzi Spiringen,SKI_CLUSTER_021,1218,Spiringen,UR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
realp,Realp,SKI_CLUSTER_202,1212,Realp,UR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rigi,Rigi,SKI_CLUSTER_040,1362,Arth,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
sattelegg_einsiedeln,Sattelegg Einsiedeln,SKI_CLUSTER_144,1348,Vorderthal,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
schnabelsberg_einsiedeln,Schnabelsberg Einsiedeln,SKI_CLUSTER_079,1301,Einsiedeln,SZ,unique_current_polygon,True,Einsiedeln,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
schratten_fluhli,Schratten Flühli,SKI_CLUSTER_190,1004,Flühli,LU,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
seebodenalp_kussnacht_am_rigi,Seebodenalp - Küssnacht am Rigi,SKI_CLUSTER_040,1331,Küssnacht (SZ),SZ,unique_current_polygon,True,Küssnacht (SZ),confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
stoos,Stoos,SKI_CLUSTER_013,1366,Morschach,SZ,unique_current_polygon,True,Morschach,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
sorenberg,Sörenberg,SKI_CLUSTER_031,1004,Flühli,LU,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
wagital_vorderthal,Wägital - Vorderthal,SKI_CLUSTER_144,1348,Vorderthal,SZ,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
adelboden,Adelboden,SKI_CLUSTER_014,561,Adelboden,BE,unique_current_polygon,True,Adelboden,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
aeschi,Aeschi,SKI_CLUSTER_110,562,Aeschi bei Spiez,BE,unique_current_polygon,True,Aeschi bei Spiez,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
axalp_brienz,Axalp Brienz,SKI_CLUSTER_095,573,Brienz (BE),BE,unique_current_polygon,True,Brienz (BE),confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
beatenberg_niederhorn,Beatenberg - Niederhorn,SKI_CLUSTER_046,571,Beatenberg,BE,unique_current_polygon,True,Beatenberg,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
eggiwil,Eggiwil,SKI_CLUSTER_184,901,Eggiwil,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
elsigenalp_metschalp_frutigen,Elsigenalp - Metschalp Frutigen,SKI_CLUSTER_053,563,Frutigen,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
engstligenalp_adelboden,Engstligenalp - Adelboden,SKI_CLUSTER_014,561,Adelboden,BE,unique_current_polygon,True,Adelboden,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
eriz,Eriz,SKI_CLUSTER_138,932,Horrenbach-Buchen,BE,unique_current_polygon,False,,warning,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
faltschen_reichenbach_im_kandertal,Faltschen - Reichenbach im Kandertal,SKI_CLUSTER_110,567,Reichenbach im Kandertal,BE,unique_current_polygon,True,Reichenbach im Kandertal,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
gadmen,Gadmen,SKI_CLUSTER_198,784,Innertkirchen,BE,unique_current_polygon,True,Innertkirchen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
grimmialp_diemtigtal,Grimmialp Diemtigtal,SKI_CLUSTER_107,762,Diemtigen,BE,unique_current_polygon,True,Diemtigen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
gstaad,Gstaad,SKI_CLUSTER_016,843,Saanen,BE,unique_current_polygon,True,Saanen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
habkern,Habkern,SKI_CLUSTER_046,579,Habkern,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
heiligenschwendi_hubelweid,Heiligenschwendi - Hubelweid,SKI_CLUSTER_136,927,Heiligenschwendi,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
jaunpass,Jaunpass,SKI_CLUSTER_132,791,Boltigen,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
kiental,Kiental,SKI_CLUSTER_137,567,Reichenbach im Kandertal,BE,unique_current_polygon,True,Reichenbach im Kandertal,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
lenk,Lenk,SKI_CLUSTER_014,792,Lenk,BE,unique_current_polygon,True,Lenk,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
meiringen_hasliberg,Meiringen - Hasliberg,SKI_CLUSTER_024,783,Hasliberg,BE,unique_current_polygon,True,Hasliberg,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
riffenmatt,Riffenmatt,SKI_CLUSTER_051,852,Guggisberg,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rossberg_oberwil,Rossberg - Oberwil,SKI_CLUSTER_176,766,Oberwil im Simmental,BE,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
schilthorn_jungfrau_ski_region_murren_schilthorn,Schilthorn Jungfrau Ski Region Mürren - Schilthorn,SKI_CLUSTER_010,584,Lauterbrunnen,BE,unique_current_polygon,True,Lauterbrunnen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
schwanden_sigriswil_thunersee,Schwanden - Sigriswil Thunersee,SKI_CLUSTER_046,938,Sigriswil,BE,unique_current_polygon,True,Sigriswil,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
springenboden_diemtigtal,Springenboden Diemtigtal,SKI_CLUSTER_063,762,Diemtigen,BE,unique_current_polygon,True,Diemtigen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
wengen_jungfrau_ski_region_grindelwald_wengen,Wengen Jungfrau Ski Region Grindelwald - Wengen,SKI_CLUSTER_010,576,Grindelwald,BE,unique_current_polygon,True,Grindelwald,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
wiriehorn_diemtigtal,Wiriehorn Diemtigtal,SKI_CLUSTER_063,762,Diemtigen,BE,unique_current_polygon,True,Diemtigen,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
alpsteinblick_gonten,Alpsteinblick Gonten,SKI_CLUSTER_083,3102,Gonten,AI,unique_current_polygon,True,Gonten,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
amden,Amden,SKI_CLUSTER_082,3311,Amden,SG,unique_current_polygon,True,Amden,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
atzmannig,Atzmännig,SKI_CLUSTER_066,3342,Eschenbach (SG),SG,unique_current_polygon,True,Eschenbach (SG),confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
bildhaus_am_ricken,Bildhaus am Ricken,SKI_CLUSTER_216,3341,Gommiswald,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
braunwald,Braunwald,SKI_CLUSTER_047,1631,Glarus Süd,GL,unique_current_polygon,True,Glarus Süd,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
brulisau_brulisau_leugangen,Brülisau Brülisau - Leugangen,SKI_CLUSTER_055,3112,Schwende-Rüte,AI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
buchserberg_skilift_buchserberg_malbun,Buchserberg Skilift Buchserberg - Malbun,SKI_CLUSTER_234,3271,Buchs (SG),SG,unique_current_polygon,True,Buchs (SG),confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
degersheim,Degersheim,SKI_CLUSTER_116,3401,Degersheim,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
ebenalp_horn,Ebenalp - Horn,SKI_CLUSTER_055,3112,Schwende-Rüte,AI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
egg_hallau,Egg Hallau,SKI_CLUSTER_200,2971,Hallau,SH,unique_current_polygon,False,,review,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
elm,Elm,SKI_CLUSTER_081,1631,Glarus Süd,GL,unique_current_polygon,True,Glarus Süd,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
flumserberg,Flumserberg,SKI_CLUSTER_029,3295,Quarten,SG,unique_current_polygon,True,Quarten,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
grub_kaien,Grub Kaien,SKI_CLUSTER_117,3031,Grub (AR),AR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
hamberg_gahwil,Hamberg - Gähwil,SKI_CLUSTER_145,3392,Kirchberg (SG),SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
heiden_bischofsberg,Heiden Bischofsberg,SKI_CLUSTER_117,3032,Heiden,AR,unique_current_polygon,True,Heiden,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
hemberg,Hemberg,SKI_CLUSTER_228,3396,Neckertal,SG,unique_current_polygon,True,Neckertal,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
hornli_schonengrund,Hörnli - Schönengrund,SKI_CLUSTER_230,3396,Neckertal,SG,unique_current_polygon,True,Neckertal,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
jakobsbad_kronberg,Jakobsbad - Kronberg,SKI_CLUSTER_083,3102,Gonten,AI,unique_current_polygon,True,Gonten,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
kerenzerberg,Kerenzerberg,SKI_CLUSTER_226,1630,Glarus Nord,GL,unique_current_polygon,True,Glarus Nord,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
klausenbohl_gais_klausenbohl,Klausenböhl Gais / Klausenböhl,SKI_CLUSTER_235,3022,Gais,AR,unique_current_polygon,True,Gais,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
oberegg_st_anton,Oberegg St. Anton,SKI_CLUSTER_117,3111,Oberegg,AI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
oberhelfenschwil,Oberhelfenschwil,SKI_CLUSTER_225,3396,Neckertal,SG,unique_current_polygon,True,Neckertal,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
opfershofen_skilift_stich_opfertshofen,Opfershofen Skilift Stich / Opfertshofen,SKI_CLUSTER_200,2920,Thayngen,SH,unique_current_polygon,False,,review,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
osteregg_urnasch_osteregg,Osteregg Urnäsch / Osteregg,SKI_CLUSTER_083,3006,Urnäsch,AR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
pizol_bad_ragaz_wangs,Pizol - Bad Ragaz - Wangs,SKI_CLUSTER_038,3291,Bad Ragaz,SG,unique_current_polygon,True,Bad Ragaz,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
schilt_mollis,Schilt Mollis,SKI_CLUSTER_146,1630,Glarus Nord,GL,unique_current_polygon,True,Glarus Nord,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
schwellbrunn,Schwellbrunn,SKI_CLUSTER_116,3004,Schwellbrunn,AR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
tannenberg_skiarena_tannenberg_waldkirch,Tannenberg Skiarena Tannenberg / Waldkirch,SKI_CLUSTER_232,3444,Waldkirch,SG,unique_current_polygon,False,,warning,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
tanzboden_ebnat_kappel,Tanzboden Ebnat - Kappel,SKI_CLUSTER_224,3352,Ebnat-Kappel,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
toggenburg_chaserrugg_alt_st_johann_unterwasser,Toggenburg - Chäserrugg Alt St. Johann Unterwasser,SKI_CLUSTER_030,3359,Wildhaus-Alt St. Johann,SG,unique_current_polygon,True,Wildhaus-Alt St. Johann,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
toggenburg_wildhaus,Toggenburg Wildhaus,SKI_CLUSTER_030,3273,Grabs,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
tristeli_st_margarethenberg,Tristeli St. Margarethenberg,SKI_CLUSTER_038,3294,Pfäfers,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
vogelinsegg_speicher,Vögelinsegg Speicher,SKI_CLUSTER_233,3023,Speicher,AR,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
wolzenalp_krummenau,Wolzenalp Krummenau,SKI_CLUSTER_115,3360,Nesslau,SG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
airolo_luina,Airolo - Lüina,SKI_CLUSTER_059,5061,Airolo,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
airolo_pescium_airolo_pescium,Airolo - Pesciüm Airolo - Pesciüm,SKI_CLUSTER_059,5061,Airolo,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
alpe_di_neggia,Alpe di Neggia,SKI_CLUSTER_208,5398,Gambarogno,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
bedea_novaggio,Bedea Novaggio,SKI_CLUSTER_209,5395,Lema,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
bedrina_dalpe,Bedrina Dalpe,SKI_CLUSTER_206,5071,Dalpe,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
bosco_gurin,Bosco Gurin,SKI_CLUSTER_077,5304,Bosco/Gurin,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
campo_blenio_ghirone,Campo Blenio - Ghirone,SKI_CLUSTER_114,5049,Blenio,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
cardada_cimetta_locarno,Cardada Cimetta Locarno,SKI_CLUSTER_142,5324,Avegno Gordevio,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
cari,Carì,SKI_CLUSTER_143,5072,Faido,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
cioss_prato_bedretto,Cioss Prato Bedretto,SKI_CLUSTER_201,5063,Bedretto,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
mogno,Mogno,SKI_CLUSTER_205,5323,Lavizzara,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
nara_leontica_cancori,Nara Leontica - Cancorì,SKI_CLUSTER_080,5048,Acquarossa,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
piano_di_peccia,Piano di Peccia,SKI_CLUSTER_205,5323,Lavizzara,TI,unique_current_polygon,False,,warning,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
prato_leventina,Prato Leventina,SKI_CLUSTER_206,5079,Quinto,TI,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
aletsch_arena_riederalp_bettmeralp_fiesch_eggishorn,Aletsch Arena Riederalp - Bettmeralp - Fiesch - Eggishorn,SKI_CLUSTER_009,6057,Fiesch,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
anzere,Anzère,SKI_CLUSTER_020,6082,Ayent,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
arolla,Arolla,SKI_CLUSTER_070,6083,Evolène,VS,unique_current_polygon,True,Evolène,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
avoriaz_1800_portes_du_soleil,Avoriaz 1800 Portes du Soleil,SKI_CLUSTER_001,,,,outside_swiss_current_municipality_layer,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
belalp,Belalp,SKI_CLUSTER_009,6007,Naters,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
bellwald,Bellwald,SKI_CLUSTER_009,6052,Bellwald,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
