resort_id,resort_name_canonical,cluster_id,point_municipality_bfs_id,point_municipality_name,point_municipality_canton,selection_status,bfs_hotel_universe,bfs_hotel_municipality_name,assignment_quality,identity_status,relationship_type,tourism_exposure_interpretation,source_id,usable_for_descriptive_point_merge,usable_as_causal_exposure_without_review
bruson_verbier,Bruson - Verbier,SKI_CLUSTER_002,6037,Val de Bagnes,VS,unique_current_polygon,True,Val de Bagnes,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
champex_lac,Champex - Lac,SKI_CLUSTER_090,6034,Orsières,VS,unique_current_polygon,True,Orsières,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
champery_les_crosets_champoussin_morgins_portes_du_soleil,Champéry - Les Crosets - Champoussin - Morgins Portes du Soleil,SKI_CLUSTER_001,6157,Val-d'Illiez,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
chapelle_abondance_la_chapelle_d_abondance_portes_du_soleil,Chapelle Abondance La Chapelle d'Abondance / Portes du Soleil,SKI_CLUSTER_001,,,,outside_swiss_current_municipality_layer,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
chatel_portes_du_soleil,Châtel Portes du Soleil,SKI_CLUSTER_001,,,,outside_swiss_current_municipality_layer,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
crans_montana_crans_montana,Crans - Montana Crans - Montana,SKI_CLUSTER_020,6253,Crans-Montana,VS,unique_current_polygon,True,Crans-Montana,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
eischoll_sportbahnen_eischoll,Eischoll Sportbahnen Eischoll,SKI_CLUSTER_012,6194,Eischoll,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
evolene,Evolène,SKI_CLUSTER_106,6083,Evolène,VS,unique_current_polygon,True,Evolène,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
gampel_jeizinen_jeizinen_feselalpe_gampel,Gampel - Jeizinen Jeizinen - Feselalpe / Gampel,SKI_CLUSTER_072,6118,Gampel-Bratsch,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
grimentz_zinal_grimentz_zinal,Grimentz/Zinal Grimentz - Zinal,SKI_CLUSTER_028,6252,Anniviers,VS,unique_current_polygon,True,Anniviers,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
grachen,Grächen,SKI_CLUSTER_012,6285,Grächen,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
hohsaas_saas_grund_hohsaas,Hohsaas Saas Grund - Hohsaas,SKI_CLUSTER_015,6291,Saas-Grund,VS,unique_current_polygon,True,Saas-Grund,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
la_forclaz,La Forclaz,SKI_CLUSTER_134,6083,Evolène,VS,unique_current_polygon,True,Evolène,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
la_lorette_bourg_saint_pierre,La Lorette Bourg - Saint - Pierre,SKI_CLUSTER_169,6032,Bourg-Saint-Pierre,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
la_tzoumaz_mayens_de_riddes,La Tzoumaz - Mayens de Riddes,SKI_CLUSTER_002,6139,Riddes,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
lauchernalp_lotschental,Lauchernalp - Lötschental,SKI_CLUSTER_073,6202,Wiler (Lötschen),VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
les_marecottes,Les Marécottes,SKI_CLUSTER_103,6218,Salvan,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
leukerbad,Leukerbad,SKI_CLUSTER_045,6102,Albinen,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
mont_noble_nax,Mont - Noble Nax,SKI_CLUSTER_071,6090,Mont-Noble,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
moosalpregion,Moosalpregion,SKI_CLUSTER_012,6296,Törbel,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
nendaz_4_vallees,Nendaz 4 Vallées,SKI_CLUSTER_002,6024,Nendaz,VS,unique_current_polygon,True,Nendaz,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
obergoms_goms,Obergoms Goms,SKI_CLUSTER_140,6077,Goms,VS,unique_current_polygon,True,Goms,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
ovronnaz,Ovronnaz,SKI_CLUSTER_057,6135,Leytron,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rosswald,Rosswald,SKI_CLUSTER_058,6010,Termen,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rothwald_wasenalp_am_simplon,Rothwald - Wasenalp am Simplon,SKI_CLUSTER_058,6008,Ried-Brig,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
saas_almagell,Saas Almagell,SKI_CLUSTER_015,6288,Saas-Almagell,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
saas_fee,Saas - Fee,SKI_CLUSTER_015,6290,Saas-Fee,VS,unique_current_polygon,True,Saas-Fee,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
st_luc_chandolin,St - Luc Chandolin,SKI_CLUSTER_036,6252,Anniviers,VS,unique_current_polygon,True,Anniviers,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
staldenried_gspon,Staldenried - Gspon,SKI_CLUSTER_012,6294,Staldenried,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
thyon_4_vallees,Thyon 4 Vallées,SKI_CLUSTER_002,6089,Vex,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
torgon_portes_du_soleil,Torgon Portes du Soleil,SKI_CLUSTER_001,6158,Vionnaz,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
unterbach_brandalp,Unterbäch - Brandalp,SKI_CLUSTER_012,6201,Unterbäch,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
val_ferret_la_fouly,Val Ferret - La Fouly,SKI_CLUSTER_104,6034,Orsières,VS,unique_current_polygon,True,Orsières,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
verbier_4_vallees,Verbier 4 Vallées,SKI_CLUSTER_002,6037,Val de Bagnes,VS,unique_current_polygon,True,Val de Bagnes,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
vercorin,Vercorin,SKI_CLUSTER_052,6232,Chalais,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
veysonnaz_4_vallees,Veysonnaz 4 Vallées,SKI_CLUSTER_002,6024,Nendaz,VS,unique_current_polygon,True,Nendaz,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
vicheres_liddes_vicheres,Vichères Liddes - Vichères,SKI_CLUSTER_105,6033,Liddes,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
visperterminen,Visperterminen,SKI_CLUSTER_012,6298,Visperterminen,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
zermatt,Zermatt,SKI_CLUSTER_005,6300,Zermatt,VS,unique_current_polygon,True,Zermatt,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
glacier_3000_les_diablerets,Glacier 3000 - Les Diablerets,SKI_CLUSTER_039,6265,Savièse,VS,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
la_dole_jura_sur_leman,La Dôle Jura sur Léman,SKI_CLUSTER_041,5719,Gingins,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
les_diablerets_glacier_3000,Les Diablerets - Glacier 3000,SKI_CLUSTER_008,5411,Ormont-Dessus,VD,unique_current_polygon,True,Ormont-Dessus,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
les_pleiades,Les Pléiades,SKI_CLUSTER_023,5892,Blonay - Saint-Légier,VD,unique_current_polygon,True,Blonay - Saint-Légier,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
les_prevondes,Les Prévondes,SKI_CLUSTER_089,5886,Montreux,VD,unique_current_polygon,True,Montreux,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
leysin_les_mosses_la_lecherette,Leysin - Les Mosses - La Lécherette,SKI_CLUSTER_008,5407,Leysin,VD,unique_current_polygon,True,Leysin,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
rochers_de_naye_haut_de_caux_dent_de_jaman,Rochers de Naye - Haut de Caux - Dent de Jaman,SKI_CLUSTER_089,5891,Veytaux,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rougemont_rougemont_la_videmanette,Rougemont Rougemont - La Videmanette,SKI_CLUSTER_016,5843,Rougemont,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
saint_george_saint_george,Saint George Saint - George,SKI_CLUSTER_124,5434,Saint-George,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
sainte_croix_les_rasses,Sainte Croix - Les Rasses,SKI_CLUSTER_050,5552,Bullet,VD,unique_current_polygon,True,Bullet,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
st_cergue,St. Cergue,SKI_CLUSTER_100,5727,Saint-Cergue,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
trelasse_la_trelasse,Trelasse La Trélasse,SKI_CLUSTER_041,5727,Saint-Cergue,VD,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
vallee_de_joux,Vallée de Joux,SKI_CLUSTER_101,5872,Le Chenit,VD,unique_current_polygon,True,Le Chenit,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
villars_gryon_villars_gryon_les_diablerets,Villars - Gryon Villars - Gryon - Les Diablerets,SKI_CLUSTER_008,5409,Ollon,VD,unique_current_polygon,True,Ollon,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
dicki_weisslingen,Dicki - Weisslingen,SKI_CLUSTER_210,180,Weisslingen,ZH,unique_current_polygon,False,,review,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
ghoch,Ghöch,SKI_CLUSTER_065,111,Bäretswil,ZH,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
oberholz_farner,Oberholz - Farner,SKI_CLUSTER_066,3342,Eschenbach (SG),SG,unique_current_polygon,True,Eschenbach (SG),confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,True,False
oberwangen,Oberwangen,SKI_CLUSTER_145,4726,Fischingen,TG,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
regensberg_im_buck,Regensberg - Im Buck,SKI_CLUSTER_200,95,Regensberg,ZH,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
rohrenmoos_dietikon,Röhrenmoos Dietikon,SKI_CLUSTER_200,243,Dietikon,ZH,unique_current_polygon,False,,review,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
schafbuel_wildberg,Schafbüel - Wildberg,SKI_CLUSTER_210,182,Wildberg,ZH,unique_current_polygon,False,,review,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
sitzberg,Sitzberg,SKI_CLUSTER_210,4726,Fischingen,TG,unique_current_polygon,False,,warning,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
steg_im_tosstal,Steg im Tösstal,SKI_CLUSTER_065,114,Fischenthal,ZH,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
steig_baretswill_steig_baretswil,Steig - Bäretswill Steig - Bäretswil,SKI_CLUSTER_065,111,Bäretswil,ZH,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
sternenberg,Sternenberg,SKI_CLUSTER_210,297,Bauma,ZH,unique_current_polygon,False,,confident,provisional_existing_listing_not_independent_domain,coordinate_container_only,not_established,GEOADMIN_MUNICIPALITY_IDENTIFY,False,False
